object_id,lane,name,type,entry_anchor,level,consumers,tests,note,review_status,axis_a,axis_b,axis_c,axis_d,axis_e,axis_f,findings_total,confirmed,rejected,suspended,closeout_status,workbook,reviewer,baseline
I01,p2_infra,IntegratorScheduler主调度,调度,src/zephyr/data/scheduler.py:449,P1,常驻进程 python -m zephyr.data start,tests/zephyr/data/test_data_scheduler.py,11.7万字节单点;schedule.yaml不热载前科 || 收口:P2 先删后写非原子+delete_where返回值忽略双写+error路径缓冲丢弃+同源并发无互斥:挂起登记;立卡durable-execution,待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p2_infra/rpt_i01.md,,2fa92002c3
I02,p2_infra,调度监控+metrics,调度,"src/zephyr/data/scheduler.py:2429(monitor:2387,锁:86)",P1,生产守护,test_data_scheduler.py,:9100 metrics;daily_crypto错挂executor前科 || 收口:P2 executor悬空无启动防线+CRITICAL只进日志+check_consecutive_failures死代码:挂起登记,待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p2_infra/rpt_i02.md,,2fa92002c3
I03,p2_infra,数据CLI,管线,src/zephyr/data/cli.py:333(:390 main),P2,值班/守护脚本,tests/zephyr/data/test_data_cli.py,pause/resume应急熔断 || 收口:P1 pause/resume仅本进程内存生效对常驻调度器熔断无效:挂起登记(立卡控制面反模式)——晨报关注,待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p2_infra/rpt_i03.md,,2fa92002c3
I04,p2_infra,DataService查询服务,管线,src/zephyr/data/data_service.py:96(:257),P2,策略/回调查询(PIT/lineage后端),tests/zephyr/data/test_data_service.py, || 收口:P2 query_pit_bitemporal report_period格式契约无文档(全丢/全留风险):挂起登记,待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p2_infra/rpt_i04.md,,2fa92002c3
I05,p2_infra,Provider基类+能力契约,管线,src/zephyr/data/provider_base.py:202(:106/:58/:79),P1,全部235任务,tests/zephyr/data/test_provider_base.py, || 收口:P2 thread_safety三态声明全仓零执行点(契约幻觉):挂起登记,待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p2_infra/rpt_i05.md,,2fa92002c3
I06,p2_infra,QMT桥采集Provider,管线,src/zephyr/data/implementations/qmt_bridge_provider.py:156,P1,全部miniqmt源任务,tests/frontend/test_qmt_bridge_health.py,断桥=盘中断供(10061前科) || 收口:P2 分钟K合成分支漏传rows_fetched(游标冻结+窗口膨胀+0行告警):挂起登记(tasks.yaml在途定格后复核),待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p2_infra/rpt_i06.md,,2fa92002c3
I07,p2_infra,Tick订阅器,管线,src/zephyr/data/tick_subscriber.py:225(:1453),P1,intraday_realtime任务,tests/zephyr/data/test_tick_subscriber.py,盘中高频路径 || 收口:P2 午休90min重订阅风暴+WAL背压唯一真丢tick路径:挂起登记,待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p2_infra/rpt_i07.md,,2fa92002c3
I08,p2_infra,ch_writer统一写入,存储,src/zephyr/data/ch_writer.py:757/:818/:832(get_client:153),P1,全部235任务,tests/zephyr/data/test_ch_writer.py,"唯一写入口,写坏=全库污染 || 收口:P1 引擎缓存投毒(空串永久缓存invalidate不清→FINAL全表永久失效)+主写入链绕过quality_gate:挂起登记——晨报关注,接线期必修",待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p2_infra/rpt_i08.md,,2fa92002c3
I09,p2_infra,ch_reader只读查询,存储,src/zephyr/data/ch_reader.py:95,P2,DataService/巡检,无专项测试(缺口), || 收口:P2 FINAL注入三通道静默失效+count失败返0不可分+零测试:挂起登记,待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p2_infra/rpt_i09.md,,2fa92002c3
I10,p2_infra,缓冲写入器,管线,src/zephyr/data/buffered_writer.py:62,P2,news/事件任务(300s flush),无专项测试(缺口),缓冲丢失窗口 || 收口:P2 300s内存窗口崩溃静默丢(news不可重放源)+flush弃置回灌竞态:挂起登记,待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p2_infra/rpt_i10.md,,2fa92002c3
I11,p2_infra,缺口探测,管线,src/zephyr/data/backfill_checker.py:176,P2,weekend/daily_backfill,tests/zephyr/data/test_backfill_checker_kline_index.py, || 收口:P2 tick补下载通道未随miniQMT退役迁移(缺口永远补不上)+17:00系统性误补:挂起登记,待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p2_infra/rpt_i11.md,,2fa92002c3
I12,p2_infra,自动补下载器,管线,src/zephyr/data/auto_backfiller.py:118(:85),P2,调度器补下载层,tests/zephyr/data/test_auto_backfiller.py, || 收口:P2 生产装配点grep=0孤儿嫌疑+无日历注入周末分片:挂起登记,待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p2_infra/rpt_i12.md,,2fa92002c3
I13,p2_infra,补跑守卫,调度,src/zephyr/data/catchup_guard.py:168(锁:91),P2,catchup_guard时段05:30,tests/zephyr/data/test_catchup_guard.py,错过档期唯一自救(测试日期漂移史案#2) || 收口:P2 对账分桶漂移(新时段不入桶静默跳出对账):挂起登记(#14配置版),待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p2_infra/rpt_i13.md,,2fa92002c3
I14,p2_infra,完整性巡检,管线,src/zephyr/data/integrity_checker.py:253(:204),P2,integrity_check时段23:00,tests/zephyr/data/test_integrity_checker.py, || 收口:P2 任务级对账时序假阳性(23:00巡检vs23:35任务=每日假ERROR告警疲劳)+-8h硬编码:挂起登记,待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p2_infra/rpt_i14.md,,2fa92002c3
I15,p2_infra,一致预期交叉验证,管线,src/zephyr/data/consensus_crosscheck.py,P2,consensus_crosscheck时段23:30,无专项(相关test_expectation_governance), || 收口:P3 茅台探针forecast_year=2026时间炸弹确认并治本(max(forecast_year<=当年)跨年自愈);新鲜度口径漂移:挂起;专项测试从未入库与报告一致(测试缺口挂起),待审,,,,,,,0,0,0,0,已收口,docs/_working/deep_review_full/p2_infra/rpt_i15.md,,2fa92002c3
I16,p2_infra,双源交叉验证,管线,src/zephyr/data/cross_source_validator.py:105,P3,冗余源校验,tests/zephyr/data/test_cross_source_validator.py, || 收口:孤儿死码(头注消费者不存在)+备源零值静默跳过假绿:挂起登记(接线或退役),待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p2_infra/rpt_i16.md,,2fa92002c3
I17,p2_infra,数据源策略注册,管线,src/zephyr/data/policy_registry.py:188(:49),P2,调度器/Provider,tests/zephyr/data/test_policy_registry.py, || 收口:P1 CLI pause死控(跨进程不生效+热更新冲掉)+DEFAULT与yaml双真源分叉:挂起登记(熔断持久化立卡),待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p2_infra/rpt_i17.md,,2fa92002c3
I18,p2_infra,capability语义/符号门,管线,src/zephyr/data/capability_semantic_gate.py:177 + capability_symbol_gate.py:286,P3,commit门禁,tests/zephyr/data/test_capability_semantic_gate.py等2套, || 收口:P1 semantic白名单gate未接电(零消费方)+ImportFrom形态全漏提:挂起登记;F受阻如实记,待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p2_infra/rpt_i18.md,,2fa92002c3
I19,p2_infra,任务水位存储,存储,src/zephyr/data/progress_store.py:57,P2,调度器全任务,tests/zephyr/data/test_progress_store.py,打卡错=补跑误判 || 收口:P1 last_key非ISO增量静默跳档+reap误标活跃run+DEFERRED水位前进藏断供(5510案存储侧同谋):挂起登记,待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p2_infra/rpt_i19.md,,2fa92002c3
I20,p2_infra,数据域告警出口,管线,src/zephyr/data/alerter.py:65,P2,巡检/监控,tests/zephyr/data/test_alerter.py,报警失效=静默断供 || 收口:P2 连续3天升级告警零调用空转+失败率WARN不落盘前端不可见:挂起登记,待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p2_infra/rpt_i20.md,,2fa92002c3
I21,p2_infra,CH parts监控,管线,src/zephyr/data/ch_parts_monitor.py:119(:165),P3,运维,tests/zephyr/data/test_ch_parts_monitor.py, || 收口:P2 CH超时时监控最盲+docstring三处漂移:挂起登记;立卡CH内生背压(URL实证),待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p2_infra/rpt_i21.md,,2fa92002c3
I22,p2_infra,分钟K重采样,管线,src/zephyr/data/kline_resampler.py:172,P3,resample任务(880板块),tests/zephyr/data/test_kline_resampler.py, || 收口:P2 窗口标签/时区两隐含假设未对账(同型4.12亿行ETF事故在案)+调度悬空:挂起登记,待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p2_infra/rpt_i22.md,,2fa92002c3
I23,p2_infra,本地降级回放,存储,src/zephyr/data/local_replay.py:80,P2,写失败降级路径,tests/zephyr/data/test_local_replay.py,保命件;5510件滞留史案 || 收口:P1 积压无告警出口(5510冻19h的洞仍在)+fs锁两处旁路+毒文件永生:挂起登记;lease修复质量高;立卡DLQ化,待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p2_infra/rpt_i23.md,,2fa92002c3
I24,p2_infra,DatabaseService,存储,src/zephyr/infrastructure/database_service.py:86(:365),P2,infra/治理域,tests/governance/data_layer/test_database_service.py," || 收口:P2 (reader,default)槽三消费方裸execute无串行化+dashboard持base全权账号:挂起登记;立卡池化",待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p2_infra/rpt_i24.md,,2fa92002c3
I25,p2_infra,CH DDL部署器,存储,"scripts/ch/apply_market_tables_ddl.py:1084(:1150,main:1197)",P1,部署流程,无专项(脚本verify自验),"DDL-as-Code真源schemas/categories;他会话在途改此文件,收口注意 || 收口:P2 建表段无条件✓假成功前科残余(daban_engine_load漏出引擎矩阵):挂起登记;他会话MM在途收口重验;立卡迁移台账",待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p2_infra/rpt_i25.md,,2fa92002c3
I26,p2_infra,面板API服务,前端,src/zephyr/frontend/dashboard/api_server.py:56(uvicorn:4449),P2,dashboard面板,tests/frontend/test_api_server_ch_timeout.py等3套,4453行大文件;CH单连接锁 || 收口:P0 CORS*+无鉴权/api/promotion-decide(Owner门位)+持仓可被任意网页drive-by读取:挂起登记——晨报置顶(与T06同面更强);4453行72commits全仓最热,待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p2_infra/rpt_i26.md,,2fa92002c3
I27,p2_infra,运维控制台面板,前端,src/zephyr/frontend/dashboard/app_panel.py:170(:489),P3,值班UI,tests/governance/observability/test_app_panel_unit.py, || 收口:P2 宪法L0§7仍指弃用件+弃用声明与继续加功能矛盾+import副作用触生产库:挂起登记;立卡弃用治理,待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p2_infra/rpt_i27.md,,2fa92002c3
I28,p2_infra,旧版dashboard装配,前端,src/zephyr/frontend/dashboard/app.py:74(:128),P3,面板入口之一,tests/frontend/test_dashboard_smoke.py, || 收口:P3 弃用指引二跳失真+生产零调用:挂起登记,待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p2_infra/rpt_i28.md,,2fa92002c3
I29,p2_infra,GitCommitGateway+提交队列,基建,src/zephyr/gov_enforcement/rule_bridge/git_commit_gateway.py + scripts/commit_queue.py,P1,全仓提交,tests/governance/(提交链测试族),SerializerLease活体不抢+renew续租刚治本3c853303da;F1/F4提速在途 || 收口:3c853303da修复质量=高(三层防抢+带回归);残余同构洞__exit__删租约无属主校验:挂起登记(提交链提速车道在途防冲突);F1/F4未发现正确性新洞,待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p2_infra/rpt_i29.md,,2fa92002c3
I30,p2_infra,提交门禁链own-scope机制,基建,src/zephyr/gov_enforcement/commit_gates/ + gate_registry.yaml,P2,全仓提交,gate测试族,own_diff作用域/连坐防护;112 gate || 收口:P2 gate_audit审计无消费闭环(外来违规静默沉淀)+own_scope仅26/169无全仓扫描理由字段:挂起登记;worktree路径gate行为待定性,待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p2_infra/rpt_i30.md,,2fa92002c3
TF01,p2_infra,intraday_realtime盘中实时族(16任务),自动化任务族,tasks.yaml:143-2944,P1,调度器分发,按时段族抽验,触发=*/5 9-15工作日; tick/指数/涨跌停/期货/期权/港股快照 || 收口:高静默死亡风险——9/18 miniQMT退役命中8主源任务无退路+bdpan死fallback:挂起登记——晨报置顶(数据线今日实盘相关);5配置问题,待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p2_infra/rpt_tf01.md,,2fa92002c3
TF02,p2_infra,intraday_minute分钟K族(16任务),自动化任务族,tasks.yaml:287-481,P1,调度器分发,按时段族抽验,触发=*/5 9-15工作日; A股/ETF/LOF 1-60min+市场宽度 || 收口:高——16/16全miniqmt零fallback+ETF/LOF capability不在桥meta(切源也过不了契约校验):挂起登记——晨报置顶;UTC误标修复已核但工具未入库,待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p2_infra/rpt_tf02.md,,2fa92002c3
TF03,p2_infra,intraday_sector板块分钟族(5任务),自动化任务族,tasks.yaml:2147-2207,P1,调度器分发,按时段族抽验,触发=*/5 9-15工作日(mootdx); 880xxx板块分钟K || 收口:中——mootdx 0行=SUCCESS仅WARN+不在交易日守卫集:挂起登记,待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p2_infra/rpt_tf03.md,,2fa92002c3
TF04,p2_infra,auction_highfreq竞价族(2任务),自动化任务族,"tasks.yaml:1720,:1732",P1,调度器分发,按时段族抽验,触发=*/10 9:15-9:25; 竞价快照+五档盘口(A'方案落点) || 收口:中——A'方案质量通过;竞价窗口不可回填失败14h才告警:挂起登记,待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p2_infra/rpt_tf04.md,,2fa92002c3
TF05,p2_infra,event_driven事件族(11任务),自动化任务族,tasks.yaml:158-2810,P2,调度器分发,按时段族抽验,触发=*/3分钟7x24; 宏观+9路新闻+FRED || 收口:中低——FRED env_missing静默跳过无notify+共表三写入方哨兵口径:挂起登记,待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p2_infra/rpt_tf05.md,,2fa92002c3
TF06,p2_infra,news_slow慢新闻族(2任务),自动化任务族,"tasks.yaml:1201,:1298",P2,调度器分发,按时段族抽验,"触发=17,47每小时; 个股新闻/研报全量轮询 || 收口:低——两任务akshare单例无退路:挂起(建议显式空fallback留痕)",待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p2_infra/rpt_tf06.md,,2fa92002c3
TF07,p2_infra,daily_kline盘后日K族(31任务),自动化任务族,tasks.yaml:22-3127,P1,调度器分发,按时段族抽验,触发=30 16工作日(heavy); 核心行情+复权+图形认证+打板装载 || 收口:P1 daban日频消费←周频生产名义DAG边(周二至五读上周事件):挂起登记——晨报置顶(实盘今日相关);kline_etf/cb无fallback:挂起,待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p2_infra/rpt_tf07.md,,2fa92002c3
TF08,p2_infra,pre_market盘前族(8任务),自动化任务族,tasks.yaml:1378-2989,P2,调度器分发,按时段族抽验,触发=34 8工作日; 股票名单/涨跌停价/A50/WTI/黄金 || 收口:中——前日失败带旧昨收算涨跌停价无检查+批次错过无catchup:挂起登记,待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p2_infra/rpt_tf08.md,,2fa92002c3
TF09,p2_infra,daily_capital盘后资金族(29任务),自动化任务族,tasks.yaml:107-2869,P2,调度器分发,按时段族抽验,触发=00 18工作日; 大宗/龙虎榜/资金流/港股通/解禁 || 收口:中——local_valuation死fallback+qweather/eia key缺失静默跳过:挂起登记,待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p2_infra/rpt_tf09.md,,2fa92002c3
TF10,p2_infra,daily_event盘后事件族(39任务),自动化任务族,tasks.yaml:557-3165,P2,调度器分发,按时段族抽验,触发=00 19工作日; 股东/业绩/分红送转/质押/另类+深圳开放数据 || 收口:高——miniqmt三件无退路(ex_dividend_event是stk_limit公式法唯一输入):挂起登记——晨报置顶,待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p2_infra/rpt_tf10.md,,2fa92002c3
TF11,p2_infra,research_nightly研报族(2任务),自动化任务族,"tasks.yaml:581,:594",P2,调度器分发,按时段族抽验,触发=30 20工作日; 研报明细+一致预期日度聚合 || 收口:低——双保险闭环健康;回看窗语义未留痕:挂起,待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p2_infra/rpt_tf11.md,,2fa92002c3
TF12,p2_infra,nightly_financial夜间财务族(10任务),自动化任务族,tasks.yaml:95-1912,P2,调度器分发,按时段族抽验,触发=00 22工作日(heavy); 财报三表+衍生+两融+北向 || 收口:中——main_business 209万行独源+北向不在哨兵16表:挂起登记,待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p2_infra/rpt_tf12.md,,2fa92002c3
TF13,p2_infra,crypto+alt_fx币圈外汇族(3任务),自动化任务族,"tasks.yaml:820,:833,:3189",P2,调度器分发,按时段族抽验,"触发=41 8全周/35 23; 加密K线+影子门+ECB || 收口:daily_crypto错挂executor修复质量通过(executor=default实证,全23槽位无第二错挂);残留不在catchup桶+缺启动期断言:挂起",待审,,,,,,,0,0,0,0,已收口,docs/_working/deep_review_full/p2_infra/rpt_tf13.md,,2fa92002c3
TF14,p2_infra,weekend_calibration周末校准族(41+1任务),自动化任务族,"tasks.yaml:810-3177,:2071",P2,调度器分发,按时段族抽验,触发=00 3周一/00 2周日; 全量刷新+tick补下载 || 收口:中——hk_kline双任务miniqmt独源将全断+注释周一漂移+heavy池排队:挂起登记,待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p2_infra/rpt_tf14.md,,2fa92002c3
TF15,p2_infra,monthly_static月度静态族(20任务+1停用),自动化任务族,"tasks.yaml:932-2102,:676",P3,调度器分发,按时段族抽验,"触发=16 9 1 * *; 名单/成分/日历/历史回填;dividend停用 || 收口:P2 schedule:disabled非识别关键字→4停用任务永久假红确认并治本(应跑筛选补disabled识别),9/9绿;trade_calendar不在哨兵清单:挂起",待审,,,,,,,0,0,0,0,已收口,docs/_working/deep_review_full/p2_infra/rpt_tf15.md,,2fa92002c3
P01,p1_decision_chain,盘前作战计划,stage,src/zephyr/plan_engine/daily_warroom_pipeline.py,P1,（TDM链）,（审查者补）,TDM TDM-E-L0 对账补册 || 收口:孤儿(TDM仅声明注册)+prediction_log幂等键复算归008域未做:挂起登记,待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p1_decision_chain/tdm_supplement/rpt_p01.md,,2fa92002c3
P02,p1_decision_chain,计划生成,stage,src/zephyr/plan_engine/daily_trade_plan.py,P1,（TDM链）,（审查者补）,TDM TDM-E-L0-01 对账补册 || 收口:孤儿(前端卡硬编码mock假消费)+浮点floor epsilon保守方向:挂起登记,待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p1_decision_chain/tdm_supplement/rpt_p02.md,,2fa92002c3
P03,p1_decision_chain,偏离监控与修订,stage,src/zephyr/plan_engine/plan_deviation_monitor.py,P1,（TDM链）,（审查者补）,TDM TDM-E-L0-02 对账补册 || 收口:孤儿(盘中三重闸不运转)+σ真源口径无人约定:挂起登记,待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p1_decision_chain/tdm_supplement/rpt_p03.md,,2fa92002c3
P04,p1_decision_chain,收盘复盘与明日边界,stage,src/zephyr/plan_engine/tomorrow_boundary_planner.py,P1,（TDM链）,（审查者补）,TDM TDM-E-L0-03 对账补册 || 收口:MVP ±3%机械箱体是否Owner知情:挂起登记,待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p1_decision_chain/tdm_supplement/rpt_p04.md,,2fa92002c3
P05,p1_decision_chain,明日情绪盘中滚动预测,stage,src/zephyr/plan_engine/intraday_tomorrow_forecast.py,P1,（TDM链）,（审查者补）,TDM TDM-E-L0-04 对账补册 || 收口:孤儿(预警链双端悬空)+Brier基线立卡(检索实证):挂起登记,待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p1_decision_chain/tdm_supplement/rpt_p05.md,,2fa92002c3
P06,p1_decision_chain,宏观环境传感器,stage,src/zephyr/alt_data/policy_expectation_analyzer.py,P1,（TDM链）,（审查者补）,TDM TDM-E-L1-S0 对账补册 || 收口:孤儿+production标签失真+审核队列无持久化:挂起登记,待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p1_decision_chain/tdm_supplement/rpt_p06.md,,2fa92002c3
P07,p1_decision_chain,新闻情绪语义分析,stage,src/zephyr/intelligence/news_sentiment_analyzer.py,P1,（TDM链）,（审查者补）,TDM TDM-E-L1-S0-1 对账补册 || 收口:LLM断供静默中性+跨空窗漏报+阈值±0.30无标定锚:挂起登记,待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p1_decision_chain/tdm_supplement/rpt_p07.md,,2fa92002c3
P08,p1_decision_chain,大盘指数传感器,stage,src/zephyr/regime/features/index_sensor.py,P1,（TDM链）,（审查者补）,"TDM TDM-E-L1-S1 对账补册 || 收口:P1 稳牛实测0分+2档不可达(输出域错位,单行复现):挂起登记(L1-AGG无承接,接线期必修)",待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p1_decision_chain/tdm_supplement/rpt_p08.md,,2fa92002c3
P09,p1_decision_chain,市场内部结构传感器,stage,src/zephyr/signal_ashare/limit_up/limit_up_followthrough.py,P1,（TDM链）,（审查者补）,TDM TDM-E-L1-S2 对账补册 || 收口:NaN单值毒化全池统计(实证)+涨停反转文献标注:挂起登记,待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p1_decision_chain/tdm_supplement/rpt_p09.md,,2fa92002c3
P10,p1_decision_chain,赚钱效应传感器,stage,src/zephyr/signal_ashare/limit_up/lhb_premium_analyzer.py,P1,（TDM链）,（审查者补）,TDM TDM-E-L1-S3 对账补册 || 收口:跌停关键词命中率未实测+premium 0.3标定无产物锚:挂起登记,待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p1_decision_chain/tdm_supplement/rpt_p10.md,,2fa92002c3
P11,p1_decision_chain,结构强度评估,stage,src/zephyr/signal_ashare/sector/sector_analyzer.py,P1,（TDM链）,（审查者补）,TDM TDM-E-L2-01-1 对账补册 || 收口:默认分支40-69全判加速+强度三套口径需card仲裁:挂起登记,待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p1_decision_chain/tdm_supplement/rpt_p11.md,,2fa92002c3
P12,p1_decision_chain,动量活跃度排名,stage,src/zephyr/data/sector_ranking_engine.py,P1,（TDM链）,（审查者补）,"TDM TDM-E-L2-01-2 对账补册 || 收口:P1 相对强度因子abs()方向反转确认并治本(去abs保符号),18/18绿;推送池存量重算属修复本意;P2并列无ORDER BY:挂起",待审,,,,,,,0,0,0,0,已收口,docs/_working/deep_review_full/p1_decision_chain/tdm_supplement/rpt_p12.md,,2fa92002c3
P13,p1_decision_chain,多周期动量加权,stage,src/zephyr/signal_ashare/sector/sector_momentum.py,P1,（TDM链）,（审查者补）,TDM TDM-E-L2-01-3 对账补册 || 收口:权重0.4/0.3/0.3待回测(族内标定欠账):挂起登记,待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p1_decision_chain/tdm_supplement/rpt_p13.md,,2fa92002c3
P14,p1_decision_chain,板块资金流聚合,stage,src/zephyr/signal_ashare/sector/sector_breadth.py,P1,（TDM链）,（审查者补）,"TDM TDM-E-L2-01-4 对账补册 || 收口:max(0.0,nan)传播中毒单行可复现:挂起登记",待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p1_decision_chain/tdm_supplement/rpt_p14.md,,2fa92002c3
P15,p1_decision_chain,轮动序列追踪,stage,src/zephyr/signal_ashare/sector/sector_divergence.py,P1,（TDM链）,（审查者补）,TDM TDM-E-L2-02 对账补册 || 收口:52日下SEC-03标定器过渡期策略需Owner定:挂起登记,待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p1_decision_chain/tdm_supplement/rpt_p15.md,,2fa92002c3
P16,p1_decision_chain,RRG 轮动序列,stage,src/zephyr/signal_ashare/sector/sector_rrg.py,P1,（TDM链）,（审查者补）,TDM TDM-E-L2-02-1 对账补册 || 收口:预热期简并点全判LAGGING;RRG公式对等已核(Kempenaer官方):挂起登记,待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p1_decision_chain/tdm_supplement/rpt_p16.md,,2fa92002c3
P17,p1_decision_chain,调整周期进度,stage,src/zephyr/signal_ashare/sector/sector_adjustment.py,P1,（TDM链）,（审查者补）,TDM TDM-E-L2-03 对账补册 || 收口:expected_window<=0反给满进度:挂起登记,待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p1_decision_chain/tdm_supplement/rpt_p17.md,,2fa92002c3
P18,p1_decision_chain,扩散指标进度追踪,stage,src/zephyr/signal_ashare/adjustment_cycle_tracker.py,P1,（TDM链）,（审查者补）,TDM TDM-E-L2-03-1 对账补册 || 收口:孤儿+production标签+零调用双犯+nh_ratios注入源未落码:挂起登记,待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p1_decision_chain/tdm_supplement/rpt_p18.md,,2fa92002c3
P19,p1_decision_chain,板块级市场状态,stage,src/zephyr/signal_ashare/core/sector_ecology_judge.py,P1,（TDM链）,（审查者补）,TDM TDM-E-L2-04 对账补册 || 收口:int()截断绕过负值校验:挂起登记,待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p1_decision_chain/tdm_supplement/rpt_p19.md,,2fa92002c3
P20,p1_decision_chain,轮动状态五分类,stage,src/zephyr/signal_ashare/sector/sector_rotation_state.py,P1,（TDM链）,（审查者补）,TDM TDM-E-L2-04-1 对账补册 || 收口:快轮动自适应不对称意图待裁定:挂起登记,待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p1_decision_chain/tdm_supplement/rpt_p20.md,,2fa92002c3
P21,p1_decision_chain,虹吸态识别,stage,src/zephyr/signal_ashare/sector/sector_siphon.py,P1,（TDM链）,（审查者补）,TDM TDM-E-L2-04-2 对账补册 || 收口:~93%分位声明与实际分布不符:挂起登记,待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p1_decision_chain/tdm_supplement/rpt_p21.md,,2fa92002c3
P22,p1_decision_chain,水温档推导,stage,src/zephyr/signal_ashare/sentiment/sentiment_cycle.py,P1,（TDM链）,（审查者补）,TDM TDM-E-L2-05-1 对账补册 || 收口:兜底后confidence=1.0伪造确定性(实证)+北向断供无降级留痕:挂起登记,待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p1_decision_chain/tdm_supplement/rpt_p22.md,,2fa92002c3
P23,p1_decision_chain,信号响应三件套,stage,src/zephyr/signal_ashare/sector/sector_gate.py,P1,（TDM链）,（审查者补）,TDM TDM-E-L2-05-2 对账补册 || 收口:CRASH阈值1.01语义倒置(score脏值反放行):挂起登记,待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p1_decision_chain/tdm_supplement/rpt_p23.md,,2fa92002c3
P24,p1_decision_chain,板块个股传导,stage,src/zephyr/signal_ashare/core/sector_conduction.py,P1,（TDM链）,（审查者补）,TDM TDM-E-L2-06 对账补册 || 收口:孤儿(仅包导出)+6分锚点跳变±8%摆动:挂起登记,待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p1_decision_chain/tdm_supplement/rpt_p24.md,,2fa92002c3
