library,entry_id,name,class,status,verdict,reason_or_gap,exam_window,signalization,readiness,independence,bonus,priority_score
indicator,IND-VOLUME-006,PVT,volume,active,值得考,"OHLCV 日频全可算(technical_indicator 表 2019-01 起, warmup=2); 增量IC对基座预检","2020-01..2025-08 (WFA8折 24m/6m, OOS=2024-01+, IS=2020-2023)","量能族: 量价确认截面因子(OBV/AD 等), 新信息面=成交量结构",3,2,2,15
indicator,IND-VOLUME-007,WVAD,volume,active,值得考,"OHLCV 日频全可算(technical_indicator 表 2019-01 起, warmup=24); 增量IC对基座预检","2020-01..2025-08 (WFA8折 24m/6m, OOS=2024-01+, IS=2020-2023)","量能族: 量价确认截面因子(OBV/AD 等), 新信息面=成交量结构",3,2,2,15
indicator,IND-VOL-009,NATR,volatility,active,值得考,"OHLCV 日频全可算(technical_indicator 表 2019-01 起, warmup=14); 增量IC对基座预检","2020-01..2025-08 (WFA8折 24m/6m, OOS=2024-01+, IS=2020-2023)","波动族: 指标截面排名(低波多头或波动挤压事件), 与 f_lowvol20 增量预检",3,2,0,13
indicator,IND-VOL-010,TRANGE,volatility,active,值得考,"OHLCV 日频全可算(technical_indicator 表 2019-01 起, warmup=1); 增量IC对基座预检","2020-01..2025-08 (WFA8折 24m/6m, OOS=2024-01+, IS=2020-2023)","波动族: 指标截面排名(低波多头或波动挤压事件), 与 f_lowvol20 增量预检",3,2,0,13
indicator,IND-REV-001,CandlestickPattern,reversal,deprecated,必死,已退役条目,,,0,0,0,
indicator,IND-REV-002,RSIDivergence,reversal,active,值得考,"OHLCV 日频全可算(technical_indicator 表 2019-01 起, warmup=32); 增量IC对基座预检","2020-01..2025-08 (WFA8折 24m/6m, OOS=2024-01+, IS=2020-2023)","反转族: 超买超卖截面 rank 反向, 与动量负相关预检",3,1,0,11
indicator,IND-REV-003,MACDDivergence,reversal,active,值得考,"OHLCV 日频全可算(technical_indicator 表 2019-01 起, warmup=55); 增量IC对基座预检","2020-01..2025-08 (WFA8折 24m/6m, OOS=2024-01+, IS=2020-2023)","反转族: 超买超卖截面 rank 反向, 与动量负相关预检",3,1,0,11
indicator,IND-REV-004,BOLLBreakout,reversal,active,值得考,"OHLCV 日频全可算(technical_indicator 表 2019-01 起, warmup=20); 增量IC对基座预检","2020-01..2025-08 (WFA8折 24m/6m, OOS=2024-01+, IS=2020-2023)","反转族: 超买超卖截面 rank 反向, 与动量负相关预检",3,1,0,11
indicator,IND-REV-005,VolumePriceDivergence,reversal,active,值得考,"OHLCV 日频全可算(technical_indicator 表 2019-01 起, warmup=11); 增量IC对基座预检","2020-01..2025-08 (WFA8折 24m/6m, OOS=2024-01+, IS=2020-2023)","反转族: 超买超卖截面 rank 反向, 与动量负相关预检",3,1,0,11
indicator,IND-MOM-014,DPO,momentum,active,值得考,"OHLCV 日频全可算(technical_indicator 表 2019-01 起, warmup=31); 增量IC对基座预检","2020-01..2025-08 (WFA8折 24m/6m, OOS=2024-01+, IS=2020-2023)","动量族: 因子=指标值截面 rank → top_n 多头, 与 f_mom20 增量 IC 预检后再考",3,1,0,11
indicator,IND-STAT-001,CORREL,statistics,active,值得考,"OHLCV 日频全可算(technical_indicator 表 2019-01 起, warmup=30); 增量IC对基座预检","2020-01..2025-08 (WFA8折 24m/6m, OOS=2024-01+, IS=2020-2023)",统计族: 线性回归/斜率类截面因子,3,2,2,15
indicator,IND-STAT-002,BETA,statistics,active,值得考,"OHLCV 日频全可算(technical_indicator 表 2019-01 起, warmup=30); 增量IC对基座预检","2020-01..2025-08 (WFA8折 24m/6m, OOS=2024-01+, IS=2020-2023)",统计族: 线性回归/斜率类截面因子,3,2,2,15
indicator,IND-STAT-003,LINEARREG,statistics,active,值得考,"OHLCV 日频全可算(technical_indicator 表 2019-01 起, warmup=14); 增量IC对基座预检","2020-01..2025-08 (WFA8折 24m/6m, OOS=2024-01+, IS=2020-2023)",统计族: 线性回归/斜率类截面因子,3,2,2,15
indicator,IND-STAT-004,ROLLVAR,statistics,active,值得考,"OHLCV 日频全可算(technical_indicator 表 2019-01 起, warmup=20); 增量IC对基座预检","2020-01..2025-08 (WFA8折 24m/6m, OOS=2024-01+, IS=2020-2023)",统计族: 线性回归/斜率类截面因子,3,2,2,15
indicator,IND-CYC-001,HT_DCPERIOD,cycle,active,值得考,"OHLCV 日频全可算(technical_indicator 表 2019-01 起, warmup=63); 增量IC对基座预检","2020-01..2025-08 (WFA8折 24m/6m, OOS=2024-01+, IS=2020-2023)",周期族: 循环指标事件窗检验(金叉/死叉日历),3,1,0,11
indicator,IND-CYC-002,HT_DCPHASE,cycle,active,值得考,"OHLCV 日频全可算(technical_indicator 表 2019-01 起, warmup=63); 增量IC对基座预检","2020-01..2025-08 (WFA8折 24m/6m, OOS=2024-01+, IS=2020-2023)",周期族: 循环指标事件窗检验(金叉/死叉日历),3,1,0,11
indicator,IND-CYC-003,HT_PHASOR,cycle,active,值得考,"OHLCV 日频全可算(technical_indicator 表 2019-01 起, warmup=63); 增量IC对基座预检","2020-01..2025-08 (WFA8折 24m/6m, OOS=2024-01+, IS=2020-2023)",周期族: 循环指标事件窗检验(金叉/死叉日历),3,1,0,11
indicator,IND-CYC-004,HT_SINE,cycle,active,值得考,"OHLCV 日频全可算(technical_indicator 表 2019-01 起, warmup=63); 增量IC对基座预检","2020-01..2025-08 (WFA8折 24m/6m, OOS=2024-01+, IS=2020-2023)",周期族: 循环指标事件窗检验(金叉/死叉日历),3,1,0,11
indicator,IND-CYC-005,HT_TRENDMODE,cycle,active,值得考,"OHLCV 日频全可算(technical_indicator 表 2019-01 起, warmup=63); 增量IC对基座预检","2020-01..2025-08 (WFA8折 24m/6m, OOS=2024-01+, IS=2020-2023)",周期族: 循环指标事件窗检验(金叉/死叉日历),3,1,0,11
indicator,IND-COMP-001,Ichimoku Kinko Hyo,composite,active,值得考,"OHLCV 日频全可算(technical_indicator 表 2019-01 起, warmup=78); 增量IC对基座预检","2020-01..2025-08 (WFA8折 24m/6m, OOS=2024-01+, IS=2020-2023)",复合族: 多信号合成截面排名,3,1,0,11
pattern,PAT-CANDLE-001,Hammer,candlestick_pattern,active,值得考,已物化(market_pattern_event 2021-09 起),"2021-10..2025-08 (物化起点后, WFA 折法 18m/6m)","事件日→条件超额检验: 事件股 T+1..T+5 超额/板块映射, 物化事件直接可考",2,2,2,12
pattern,PAT-CANDLE-002,Bullish Engulfing,candlestick_pattern,active,值得考,已物化(market_pattern_event 2021-09 起),"2021-10..2025-08 (物化起点后, WFA 折法 18m/6m)","事件日→条件超额检验: 事件股 T+1..T+5 超额/板块映射, 物化事件直接可考",2,2,2,12
pattern,PAT-CANDLE-003,Bearish Engulfing,candlestick_pattern,active,值得考,已物化(market_pattern_event 2021-09 起),"2021-10..2025-08 (物化起点后, WFA 折法 18m/6m)","事件日→条件超额检验: 事件股 T+1..T+5 超额/板块映射, 物化事件直接可考",2,2,2,12
pattern,PAT-CANDLE-004,Morning Star,candlestick_pattern,active,值得考,已物化(market_pattern_event 2021-09 起),"2021-10..2025-08 (物化起点后, WFA 折法 18m/6m)","事件日→条件超额检验: 事件股 T+1..T+5 超额/板块映射, 物化事件直接可考",2,2,2,12
pattern,PAT-CANDLE-005,Evening Star,candlestick_pattern,active,值得考,已物化(market_pattern_event 2021-09 起),"2021-10..2025-08 (物化起点后, WFA 折法 18m/6m)","事件日→条件超额检验: 事件股 T+1..T+5 超额/板块映射, 物化事件直接可考",2,2,2,12
pattern,PAT-CANDLE-006,Doji,candlestick_pattern,active,值得考,已物化(market_pattern_event 2021-09 起),"2021-10..2025-08 (物化起点后, WFA 折法 18m/6m)","事件日→条件超额检验: 事件股 T+1..T+5 超额/板块映射, 物化事件直接可考",2,2,2,12
pattern,PAT-CANDLE-007,Inverted Hammer,candlestick_pattern,candidate,值得考,已物化(market_pattern_event 2021-09 起),"2021-10..2025-08 (物化起点后, WFA 折法 18m/6m)","事件日→条件超额检验: 事件股 T+1..T+5 超额/板块映射, 物化事件直接可考",2,2,2,12
pattern,PAT-CANDLE-008,Hanging Man,candlestick_pattern,candidate,值得考,已物化(market_pattern_event 2021-09 起),"2021-10..2025-08 (物化起点后, WFA 折法 18m/6m)","事件日→条件超额检验: 事件股 T+1..T+5 超额/板块映射, 物化事件直接可考",2,2,2,12
pattern,PAT-CANDLE-009,Shooting Star,candlestick_pattern,candidate,值得考,已物化(market_pattern_event 2021-09 起),"2021-10..2025-08 (物化起点后, WFA 折法 18m/6m)","事件日→条件超额检验: 事件股 T+1..T+5 超额/板块映射, 物化事件直接可考",2,2,2,12
pattern,PAT-CANDLE-010,Gravestone Doji,candlestick_pattern,candidate,值得考,已物化(market_pattern_event 2021-09 起),"2021-10..2025-08 (物化起点后, WFA 折法 18m/6m)","事件日→条件超额检验: 事件股 T+1..T+5 超额/板块映射, 物化事件直接可考",2,2,2,12
pattern,PAT-CANDLE-011,Dragonfly Doji,candlestick_pattern,candidate,值得考,已物化(market_pattern_event 2021-09 起),"2021-10..2025-08 (物化起点后, WFA 折法 18m/6m)","事件日→条件超额检验: 事件股 T+1..T+5 超额/板块映射, 物化事件直接可考",2,2,2,12
pattern,PAT-CANDLE-012,Long-legged Doji,candlestick_pattern,candidate,值得考,已物化(market_pattern_event 2021-09 起),"2021-10..2025-08 (物化起点后, WFA 折法 18m/6m)","事件日→条件超额检验: 事件股 T+1..T+5 超额/板块映射, 物化事件直接可考",2,2,2,12
pattern,PAT-CANDLE-013,Spinning Top,candlestick_pattern,candidate,值得考,已物化(market_pattern_event 2021-09 起),"2021-10..2025-08 (物化起点后, WFA 折法 18m/6m)","事件日→条件超额检验: 事件股 T+1..T+5 超额/板块映射, 物化事件直接可考",2,2,2,12
pattern,PAT-CANDLE-014,Marubozu,candlestick_pattern,candidate,值得考,已物化(market_pattern_event 2021-09 起),"2021-10..2025-08 (物化起点后, WFA 折法 18m/6m)","事件日→条件超额检验: 事件股 T+1..T+5 超额/板块映射, 物化事件直接可考",2,2,2,12
pattern,PAT-CANDLE-015,Closing Marubozu,candlestick_pattern,candidate,值得考,已物化(market_pattern_event 2021-09 起),"2021-10..2025-08 (物化起点后, WFA 折法 18m/6m)","事件日→条件超额检验: 事件股 T+1..T+5 超额/板块映射, 物化事件直接可考",2,2,2,12
pattern,PAT-CANDLE-016,High-Wave,candlestick_pattern,candidate,值得考,已物化(market_pattern_event 2021-09 起),"2021-10..2025-08 (物化起点后, WFA 折法 18m/6m)","事件日→条件超额检验: 事件股 T+1..T+5 超额/板块映射, 物化事件直接可考",2,2,2,12
pattern,PAT-CANDLE-017,Rickshaw Man,candlestick_pattern,candidate,值得考,已物化(market_pattern_event 2021-09 起),"2021-10..2025-08 (物化起点后, WFA 折法 18m/6m)","事件日→条件超额检验: 事件股 T+1..T+5 超额/板块映射, 物化事件直接可考",2,2,2,12
pattern,PAT-CANDLE-018,Takuri,candlestick_pattern,candidate,值得考,已物化(market_pattern_event 2021-09 起),"2021-10..2025-08 (物化起点后, WFA 折法 18m/6m)","事件日→条件超额检验: 事件股 T+1..T+5 超额/板块映射, 物化事件直接可考",2,2,2,12
pattern,PAT-CANDLE-019,Belt Hold,candlestick_pattern,candidate,值得考,已物化(market_pattern_event 2021-09 起),"2021-10..2025-08 (物化起点后, WFA 折法 18m/6m)","事件日→条件超额检验: 事件股 T+1..T+5 超额/板块映射, 物化事件直接可考",2,2,2,12
pattern,PAT-CANDLE-020,Harami,candlestick_pattern,candidate,值得考,已物化(market_pattern_event 2021-09 起),"2021-10..2025-08 (物化起点后, WFA 折法 18m/6m)","事件日→条件超额检验: 事件股 T+1..T+5 超额/板块映射, 物化事件直接可考",2,2,2,12
pattern,PAT-CANDLE-021,Harami Cross,candlestick_pattern,candidate,值得考,已物化(market_pattern_event 2021-09 起),"2021-10..2025-08 (物化起点后, WFA 折法 18m/6m)","事件日→条件超额检验: 事件股 T+1..T+5 超额/板块映射, 物化事件直接可考",2,2,2,12
pattern,PAT-CANDLE-022,Morning Doji Star,candlestick_pattern,candidate,值得考,已物化(market_pattern_event 2021-09 起),"2021-10..2025-08 (物化起点后, WFA 折法 18m/6m)","事件日→条件超额检验: 事件股 T+1..T+5 超额/板块映射, 物化事件直接可考",2,2,2,12
pattern,PAT-CANDLE-023,Evening Doji Star,candlestick_pattern,candidate,值得考,已物化(market_pattern_event 2021-09 起),"2021-10..2025-08 (物化起点后, WFA 折法 18m/6m)","事件日→条件超额检验: 事件股 T+1..T+5 超额/板块映射, 物化事件直接可考",2,2,2,12
pattern,PAT-CANDLE-024,Doji Star,candlestick_pattern,candidate,值得考,已物化(market_pattern_event 2021-09 起),"2021-10..2025-08 (物化起点后, WFA 折法 18m/6m)","事件日→条件超额检验: 事件股 T+1..T+5 超额/板块映射, 物化事件直接可考",2,2,2,12
pattern,PAT-CANDLE-025,Piercing Pattern,candlestick_pattern,candidate,值得考,已物化(market_pattern_event 2021-09 起),"2021-10..2025-08 (物化起点后, WFA 折法 18m/6m)","事件日→条件超额检验: 事件股 T+1..T+5 超额/板块映射, 物化事件直接可考",2,2,2,12
pattern,PAT-CANDLE-026,Dark Cloud Cover,candlestick_pattern,candidate,值得考,已物化(market_pattern_event 2021-09 起),"2021-10..2025-08 (物化起点后, WFA 折法 18m/6m)","事件日→条件超额检验: 事件股 T+1..T+5 超额/板块映射, 物化事件直接可考",2,2,2,12
pattern,PAT-CANDLE-027,Kicking,candlestick_pattern,candidate,值得考,已物化(market_pattern_event 2021-09 起),"2021-10..2025-08 (物化起点后, WFA 折法 18m/6m)","事件日→条件超额检验: 事件股 T+1..T+5 超额/板块映射, 物化事件直接可考",2,2,2,12
pattern,PAT-CANDLE-028,Kicking by Length,candlestick_pattern,candidate,值得考,已物化(market_pattern_event 2021-09 起),"2021-10..2025-08 (物化起点后, WFA 折法 18m/6m)","事件日→条件超额检验: 事件股 T+1..T+5 超额/板块映射, 物化事件直接可考",2,2,2,12
pattern,PAT-CANDLE-029,Three White Soldiers,candlestick_pattern,candidate,值得考,已物化(market_pattern_event 2021-09 起),"2021-10..2025-08 (物化起点后, WFA 折法 18m/6m)","事件日→条件超额检验: 事件股 T+1..T+5 超额/板块映射, 物化事件直接可考",2,2,2,12
pattern,PAT-CANDLE-030,Three Black Crows,candlestick_pattern,candidate,值得考,已物化(market_pattern_event 2021-09 起),"2021-10..2025-08 (物化起点后, WFA 折法 18m/6m)","事件日→条件超额检验: 事件股 T+1..T+5 超额/板块映射, 物化事件直接可考",2,2,2,12
pattern,PAT-CANDLE-031,Identical Three Crows,candlestick_pattern,candidate,值得考,已物化(market_pattern_event 2021-09 起),"2021-10..2025-08 (物化起点后, WFA 折法 18m/6m)","事件日→条件超额检验: 事件股 T+1..T+5 超额/板块映射, 物化事件直接可考",2,2,2,12
pattern,PAT-CANDLE-032,Three Inside Up/Down,candlestick_pattern,candidate,值得考,已物化(market_pattern_event 2021-09 起),"2021-10..2025-08 (物化起点后, WFA 折法 18m/6m)","事件日→条件超额检验: 事件股 T+1..T+5 超额/板块映射, 物化事件直接可考",2,2,2,12
pattern,PAT-CANDLE-033,Three Outside Up/Down,candlestick_pattern,candidate,值得考,已物化(market_pattern_event 2021-09 起),"2021-10..2025-08 (物化起点后, WFA 折法 18m/6m)","事件日→条件超额检验: 事件股 T+1..T+5 超额/板块映射, 物化事件直接可考",2,2,2,12
pattern,PAT-CANDLE-034,Three-Line Strike,candlestick_pattern,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-CANDLE-035,Three Stars in the South,candlestick_pattern,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-CANDLE-036,Unique Three River,candlestick_pattern,candidate,值得考,已物化(market_pattern_event 2021-09 起),"2021-10..2025-08 (物化起点后, WFA 折法 18m/6m)","事件日→条件超额检验: 事件股 T+1..T+5 超额/板块映射, 物化事件直接可考",2,2,2,12
pattern,PAT-CANDLE-037,Ladder Bottom,candlestick_pattern,candidate,值得考,已物化(market_pattern_event 2021-09 起),"2021-10..2025-08 (物化起点后, WFA 折法 18m/6m)","事件日→条件超额检验: 事件股 T+1..T+5 超额/板块映射, 物化事件直接可考",2,2,2,12
pattern,PAT-CANDLE-038,Stick Sandwich,candlestick_pattern,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-CANDLE-039,Tristar,candlestick_pattern,candidate,值得考,已物化(market_pattern_event 2021-09 起),"2021-10..2025-08 (物化起点后, WFA 折法 18m/6m)","事件日→条件超额检验: 事件股 T+1..T+5 超额/板块映射, 物化事件直接可考",2,2,2,12
pattern,PAT-CANDLE-040,Abandoned Baby,candlestick_pattern,candidate,值得考,已物化(market_pattern_event 2021-09 起),"2021-10..2025-08 (物化起点后, WFA 折法 18m/6m)","事件日→条件超额检验: 事件股 T+1..T+5 超额/板块映射, 物化事件直接可考",2,2,2,12
pattern,PAT-CANDLE-041,Concealing Baby Swallow,candlestick_pattern,candidate,必死,"主观图形(人工画线/波浪计数), 无机械识别口径不可信号化",,,0,0,0,
pattern,PAT-CANDLE-042,Advance Block,candlestick_pattern,candidate,值得考,已物化(market_pattern_event 2021-09 起),"2021-10..2025-08 (物化起点后, WFA 折法 18m/6m)","事件日→条件超额检验: 事件股 T+1..T+5 超额/板块映射, 物化事件直接可考",2,2,2,12
pattern,PAT-CANDLE-043,Stalled Pattern,candlestick_pattern,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-CANDLE-044,Upside Gap Two Crows,candlestick_pattern,candidate,值得考,已物化(market_pattern_event 2021-09 起),"2021-10..2025-08 (物化起点后, WFA 折法 18m/6m)","事件日→条件超额检验: 事件股 T+1..T+5 超额/板块映射, 物化事件直接可考",2,2,2,12
pattern,PAT-CANDLE-045,Two Crows,candlestick_pattern,candidate,值得考,已物化(market_pattern_event 2021-09 起),"2021-10..2025-08 (物化起点后, WFA 折法 18m/6m)","事件日→条件超额检验: 事件股 T+1..T+5 超额/板块映射, 物化事件直接可考",2,2,2,12
pattern,PAT-CANDLE-046,Homing Pigeon,candlestick_pattern,candidate,值得考,已物化(market_pattern_event 2021-09 起),"2021-10..2025-08 (物化起点后, WFA 折法 18m/6m)","事件日→条件超额检验: 事件股 T+1..T+5 超额/板块映射, 物化事件直接可考",2,2,2,12
pattern,PAT-CANDLE-047,Matching Low,candlestick_pattern,candidate,值得考,已物化(market_pattern_event 2021-09 起),"2021-10..2025-08 (物化起点后, WFA 折法 18m/6m)","事件日→条件超额检验: 事件股 T+1..T+5 超额/板块映射, 物化事件直接可考",2,2,2,12
pattern,PAT-CANDLE-048,In Neck,candlestick_pattern,candidate,值得考,已物化(market_pattern_event 2021-09 起),"2021-10..2025-08 (物化起点后, WFA 折法 18m/6m)","事件日→条件超额检验: 事件股 T+1..T+5 超额/板块映射, 物化事件直接可考",2,2,2,12
pattern,PAT-CANDLE-049,On Neck,candlestick_pattern,candidate,值得考,已物化(market_pattern_event 2021-09 起),"2021-10..2025-08 (物化起点后, WFA 折法 18m/6m)","事件日→条件超额检验: 事件股 T+1..T+5 超额/板块映射, 物化事件直接可考",2,2,2,12
pattern,PAT-CANDLE-050,Thrusting,candlestick_pattern,candidate,值得考,已物化(market_pattern_event 2021-09 起),"2021-10..2025-08 (物化起点后, WFA 折法 18m/6m)","事件日→条件超额检验: 事件股 T+1..T+5 超额/板块映射, 物化事件直接可考",2,2,2,12
pattern,PAT-CANDLE-051,Counterattack,candlestick_pattern,candidate,值得考,已物化(market_pattern_event 2021-09 起),"2021-10..2025-08 (物化起点后, WFA 折法 18m/6m)","事件日→条件超额检验: 事件股 T+1..T+5 超额/板块映射, 物化事件直接可考",2,2,2,12
pattern,PAT-CANDLE-052,Separating Lines,candlestick_pattern,candidate,值得考,已物化(market_pattern_event 2021-09 起),"2021-10..2025-08 (物化起点后, WFA 折法 18m/6m)","事件日→条件超额检验: 事件股 T+1..T+5 超额/板块映射, 物化事件直接可考",2,2,2,12
pattern,PAT-CANDLE-053,Side-by-side White Lines,candlestick_pattern,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-CANDLE-054,Rising/Falling Three Methods,candlestick_pattern,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-CANDLE-055,Mat Hold,candlestick_pattern,candidate,值得考,已物化(market_pattern_event 2021-09 起),"2021-10..2025-08 (物化起点后, WFA 折法 18m/6m)","事件日→条件超额检验: 事件股 T+1..T+5 超额/板块映射, 物化事件直接可考",2,2,2,12
pattern,PAT-CANDLE-056,Breakaway,candlestick_pattern,candidate,值得考,已物化(market_pattern_event 2021-09 起),"2021-10..2025-08 (物化起点后, WFA 折法 18m/6m)","事件日→条件超额检验: 事件股 T+1..T+5 超额/板块映射, 物化事件直接可考",2,2,2,12
pattern,PAT-CANDLE-057,Upside/Downside Gap Three Methods,candlestick_pattern,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-CANDLE-058,Tasuki Gap,candlestick_pattern,candidate,值得考,已物化(market_pattern_event 2021-09 起),"2021-10..2025-08 (物化起点后, WFA 折法 18m/6m)","事件日→条件超额检验: 事件股 T+1..T+5 超额/板块映射, 物化事件直接可考",2,2,2,12
pattern,PAT-CANDLE-059,Hikkake,candlestick_pattern,candidate,值得考,已物化(market_pattern_event 2021-09 起),"2021-10..2025-08 (物化起点后, WFA 折法 18m/6m)","事件日→条件超额检验: 事件股 T+1..T+5 超额/板块映射, 物化事件直接可考",2,2,2,12
pattern,PAT-CANDLE-060,Hikkake Modified,candlestick_pattern,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-CANDLE-061,Long Line,candlestick_pattern,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-CANDLE-062,Short Line,candlestick_pattern,candidate,值得考,已物化(market_pattern_event 2021-09 起),"2021-10..2025-08 (物化起点后, WFA 折法 18m/6m)","事件日→条件超额检验: 事件股 T+1..T+5 超额/板块映射, 物化事件直接可考",2,2,2,12
pattern,PAT-CANDLE-063,A-Share Limit-Up Flat,candlestick_pattern,candidate,值得考,已物化(market_pattern_event 2021-09 起),"2021-10..2025-08 (物化起点后, WFA 折法 18m/6m)","事件日→条件超额检验: 事件股 T+1..T+5 超额/板块映射, 物化事件直接可考",2,2,2,12
pattern,PAT-CANDLE-064,A-Share Limit-Down Flat,candlestick_pattern,candidate,值得考,已物化(market_pattern_event 2021-09 起),"2021-10..2025-08 (物化起点后, WFA 折法 18m/6m)","事件日→条件超额检验: 事件股 T+1..T+5 超额/板块映射, 物化事件直接可考",2,2,2,12
pattern,PAT-CANDLE-065,Rubbing Lines (Cuoxian),candlestick_pattern,candidate,值得考,已物化(market_pattern_event 2021-09 起),"2021-10..2025-08 (物化起点后, WFA 折法 18m/6m)","事件日→条件超额检验: 事件股 T+1..T+5 超额/板块映射, 物化事件直接可考",2,2,2,12
pattern,PAT-CANDLE-066,Sky-to-Limit-Down,candlestick_pattern,candidate,值得考,已物化(market_pattern_event 2021-09 起),"2021-10..2025-08 (物化起点后, WFA 折法 18m/6m)","事件日→条件超额检验: 事件股 T+1..T+5 超额/板块映射, 物化事件直接可考",2,2,2,12
pattern,PAT-CANDLE-067,Ground-to-Limit-Up (Ditian),candlestick_pattern,candidate,值得考,已物化(market_pattern_event 2021-09 起),"2021-10..2025-08 (物化起点后, WFA 折法 18m/6m)","事件日→条件超额检验: 事件股 T+1..T+5 超额/板块映射, 物化事件直接可考",2,2,2,12
pattern,PAT-CANDLE-068,Single Yang Threading MAs,candlestick_pattern,candidate,值得考,已物化(market_pattern_event 2021-09 起),"2021-10..2025-08 (物化起点后, WFA 折法 18m/6m)","事件日→条件超额检验: 事件股 T+1..T+5 超额/板块映射, 物化事件直接可考",2,2,2,12
pattern,PAT-CANDLE-069,Tweezer Bottom,candlestick_pattern,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-CANDLE-070,Tweezer Top,candlestick_pattern,candidate,值得考,已物化(market_pattern_event 2021-09 起),"2021-10..2025-08 (物化起点后, WFA 折法 18m/6m)","事件日→条件超额检验: 事件股 T+1..T+5 超额/板块映射, 物化事件直接可考",2,2,2,12
pattern,PAT-CANDLE-071,Narrow Range Day NR7/NR4,candlestick_pattern,candidate,值得考,已物化(market_pattern_event 2021-09 起),"2021-10..2025-08 (物化起点后, WFA 折法 18m/6m)","事件日→条件超额检验: 事件股 T+1..T+5 超额/板块映射, 物化事件直接可考",2,2,2,12
pattern,PAT-CANDLE-072,Key Reversal (Outside Reversal),candlestick_pattern,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-CANDLE-073,Wide Range Bar (WRB),candlestick_pattern,candidate,值得考,已物化(market_pattern_event 2021-09 起),"2021-10..2025-08 (物化起点后, WFA 折法 18m/6m)","事件日→条件超额检验: 事件股 T+1..T+5 超额/板块映射, 物化事件直接可考",2,2,2,12
pattern,PAT-CANDLE-074,Oops Pattern,candlestick_pattern,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-CANDLE-075,Three Gaps (Sanku),candlestick_pattern,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-CANDLE-076,Tower Top,candlestick_pattern,candidate,值得考,已物化(market_pattern_event 2021-09 起),"2021-10..2025-08 (物化起点后, WFA 折法 18m/6m)","事件日→条件超额检验: 事件股 T+1..T+5 超额/板块映射, 物化事件直接可考",2,2,2,12
pattern,PAT-CANDLE-077,Tower Bottom,candlestick_pattern,candidate,值得考,已物化(market_pattern_event 2021-09 起),"2021-10..2025-08 (物化起点后, WFA 折法 18m/6m)","事件日→条件超额检验: 事件股 T+1..T+5 超额/板块映射, 物化事件直接可考",2,2,2,12
pattern,PAT-CANDLE-078,Inside Days,candlestick_pattern,candidate,值得考,已物化(market_pattern_event 2021-09 起),"2021-10..2025-08 (物化起点后, WFA 折法 18m/6m)","事件日→条件超额检验: 事件股 T+1..T+5 超额/板块映射, 物化事件直接可考",2,2,2,12
pattern,PAT-CANDLE-079,Weekly Reversals,candlestick_pattern,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-CANDLE-080,Open-Close Reversal,candlestick_pattern,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-CANDLE-081,Hook Reversal,candlestick_pattern,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-CANDLE-082,Pivot Point Reversal,candlestick_pattern,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-CANDLE-083,Shark-32,candlestick_pattern,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-CHART-001,Double Top,chart_pattern,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-CHART-002,Head and Shoulders Top,chart_pattern,candidate,值得考,已物化(market_pattern_event 2021-09 起),"2021-10..2025-08 (物化起点后, WFA 折法 18m/6m)","事件日→条件超额检验: 事件股 T+1..T+5 超额/板块映射, 物化事件直接可考",2,2,2,12
