md5_12,year,orig_name,defer_reason,note
f30de34bbf00,2024年度精选策略1,40.14年初到23年7月，年化37，夏普1.25，稳健高收益！.txt,fundamental_gate,基本面/财务数据选股门（窗口内数据缺失）
229e7b9624dd,2024年度精选策略1,41.人工智能强化学习DQN交易智能体（回馈社区公开训练代码）.txt,ml_model_dependent,DQN 强化学习智能体（两份同文）
751983843b3f,2024年度精选策略1,44.分享一个兼顾业绩增长和PEG指标的股票策略.txt,fundamental_gate,基本面/财务数据选股门（窗口内数据缺失）
9acecad1a574,2024年度精选策略1,47.随机森林量价多因子选股 短线交易.txt,non_pv_class,非量价类（标题与内容判读不属于本批口径）
6a8f42d8a7f9,2024年度精选策略1,51.【复现】行业有效量价因子与行业轮动策略.txt,not_strategy,qlib LGBM 流水线（因子表达式与 ETF 清单外置）
94b047e8b4c8,2024年度精选策略1,52.增强型投资组合优化（EPO）方法试用.txt,non_pv_class,非量价类（标题与内容判读不属于本批口径）
b43246cf2802,2024年度精选策略1,53.微盘400每日再平衡.txt,fundamental_gate,基本面/财务数据选股门（窗口内数据缺失）
a9a3c6169e3a,2024年度精选策略1,57.【复现】技术分析算法、框架与实战之二：识别“圆弧底”.txt,fundamental_gate,基本面/财务数据选股门（窗口内数据缺失）
a93fa8772982,2024年度精选策略1,59.基于Gyro^.^大神的小市值策略的因子匹配研究.txt,fundamental_gate,基本面/财务数据选股门（窗口内数据缺失）
0fb7bbbeb613,2024年度精选策略1,61.聚类算法分析股票，看看今年大体能分出哪几类.txt,not_strategy,聚类分析研究（非交易策略）
63a5ac6abffb,2024年度精选策略1,65.低开买入小市值策略（剥头皮策略）3.0 总结.txt,intraday_signal,盘中信号依赖（分钟/竞价/tick 特征命中）
df515ff6bd7a,2024年度精选策略1,66.SVR机器学习上证综指择时中小板财务选股策略.txt,fundamental_gate,基本面/财务数据选股门（窗口内数据缺失）
149eb03cd019,2024年度精选策略1,68.业绩预告小工具--已更新.txt,not_strategy,业绩预告小工具
ffaefd52a9e2,2024年度精选策略1,72.桥水 全天候策略 增加一致性度量ES 风险控制.txt,allocation_class,桥水全天候 ES 版
7e3f887a4aec,2024年度精选策略1,73.稳健趋势策略，回测小，无未来函数.txt,fundamental_gate,基本面/财务数据选股门（窗口内数据缺失）
448e7998ea83,2024年度精选策略1,75.【复现】个股动量效应的识别及球队硬币因子.txt,not_strategy,qlib 因子研究（FactorZoo+LGBM，规则在包外）
97beac35769e,2024年度精选策略1,77.【复现】筹码分布因子.txt,not_strategy,qlib 因子研究 notebook（Transformer 工作流）
3aa66126d1c3,2024年度精选策略1,81.方正证券-多因子选股系列研究之四：“球队硬币”.txt,not_strategy,因子构建研究（回测规则在文件外 back_trade）
06fcf819592a,2024年度精选策略1,82.实盘模拟的小盘股策略，低频，带基本面优化以及个股风控.txt,fundamental_gate,基本面/财务数据选股门（窗口内数据缺失）
2ed382e707c4,2024年度精选策略1,83.回测“一创模拟盘2号”，最终优化，年化39%.txt,non_pv_class,非量价类（标题与内容判读不属于本批口径）
dec80b5468f7,2024年度精选策略1,86.根据连续亏损预判st股票.txt,fundamental_gate,基本面/财务数据选股门（窗口内数据缺失）
fb93ded06126,2024年度精选策略1,87.山寨红利.txt,fundamental_gate,基本面/财务数据选股门（窗口内数据缺失）
689610c90abc,2024年度精选策略1,88.韶华研究之十六，指数增强.txt,non_pv_class,非量价类（标题与内容判读不属于本批口径）
65ae80c577c9,2024年度精选策略1,9.持仓95只大容量小市值，媲美金元顺安元启.txt,fundamental_gate,基本面/财务数据选股门（窗口内数据缺失）
df84b6426b63,2024年度精选策略1,91.【复现】多任务时序动量策略.txt,non_pv_class,非量价类（标题与内容判读不属于本批口径）
b2224e5e6253,2024年度精选策略1,93.【复现】国信投资者情绪指数择时模型.txt,sentiment_data_gap,国信投资者情绪指数（无数据源）
db0d9abb0098,2024年度精选策略1,96.大盘预测器v1.1--引入世界数据.txt,fundamental_gate,基本面/财务数据选股门（窗口内数据缺失）
642953dd5043,2024年度精选策略1,97.大周期顶底判断：FED指标+格雷厄姆指数一次搞定.txt,valuation_index_class,FED/格雷厄姆指数估值类（非量价，数据健康另批）
94c0388b663b,2025年度精选策略,"0.回测提速十倍,过滤ST,退市,停牌,新股优化方法.txt",not_strategy,回测提速技巧贴（非策略）
e306e41d6e8e,2025年度精选策略,1.龙回头3.0回测速度优化版.txt,fundamental_gate,基本面/财务数据选股门（窗口内数据缺失）
d8742715dfe8,2025年度精选策略,10.多因子选股.txt,fundamental_gate,基本面/财务数据选股门（窗口内数据缺失）
3167ac34f3d9,2025年度精选策略,11.多因子选股策略——基于传统分析.txt,fundamental_gate,基本面/财务数据选股门（窗口内数据缺失）
91729e68d9d1,2025年度精选策略,12.机器学习用于量化分析.txt,fundamental_gate,基本面/财务数据选股门（窗口内数据缺失）
21af8c66c15e,2025年度精选策略,15.小市值策略之再优化，年化接近翻倍.txt,fundamental_gate,基本面/财务数据选股门（窗口内数据缺失）
6b1c20421094,2025年度精选策略,16.缠论工具（笔， 线段）.txt,not_strategy,缠论工具（笔/线段计算工具，非策略）
71e1ebc9a51d,2025年度精选策略,2.板块轮动打分与热度追踪.txt,non_pv_class,非量价类（标题与内容判读不属于本批口径）
3f9a184572f0,2025年度精选策略,20.冲天炮最高板策略，收益惊呆了我.txt,fundamental_gate,基本面/财务数据选股门（窗口内数据缺失）
e370e705b8c0,2025年度精选策略,22.“开弓”ETF轮动模型——改.txt,intraday_signal,盘中信号依赖（分钟/竞价/tick 特征命中）
66467a8911b0,2025年度精选策略,23.玩趋势交易的看进来~~~~2.txt,fundamental_gate,基本面/财务数据选股门（窗口内数据缺失）
6d26bdf30c7d,2025年度精选策略,24.现在便宜的300就是最好的，收益惊人！【结束了】.txt,valuation_index_class,沪深300 指数 PE 择时（估值类另批）
4b04ec0f927c,2025年度精选策略,26.稳定高回报周期股策略2.txt,fundamental_gate,基本面/财务数据选股门（窗口内数据缺失）
c4c615899fc0,2025年度精选策略,27.基于RSRS的趋势交易与网格交易相结合的尝试.txt,non_pv_class,非量价类（标题与内容判读不属于本批口径）
e22bdc938743,2025年度精选策略,28.XGBoost模型多因子策略分享.txt,fundamental_gate,基本面/财务数据选股门（窗口内数据缺失）
b1ececf84589,2025年度精选策略,29.北上资金（北向资金港资外资）因子分析与策略分享.txt,northbound_gap,北上因子分析（同上）
7e3eaa36c125,2025年度精选策略,30.ETF宽基轮动修改版-1.0.txt,non_pv_class,非量价类（标题与内容判读不属于本批口径）
68cc0a6b40ba,2025年度精选策略,35.精选价值策略.txt,fundamental_gate,基本面/财务数据选股门（窗口内数据缺失）
9556d20527b8,2025年度精选策略,38.python搭建简单交易系统.txt,not_strategy,python 交易系统搭建教程贴
43ddbd763d2c,2025年度精选策略,39.因子分析系列文章（八）：多因子策略（多元线性回归）.txt,non_pv_class,非量价类（标题与内容判读不属于本批口径）
6506cf2176ed,2025年度精选策略,4.红利搬砖，年化29%.txt,fundamental_gate,基本面/财务数据选股门（窗口内数据缺失）
b0d5654d035b,2025年度精选策略,40.基于遗传算法挖掘因子2.txt,ml_model_dependent,遗传算法挖因子
036626547c49,2025年度精选策略,41.均线黏合，突破前三十个交易日最高点选股法.txt,fundamental_gate,基本面/财务数据选股门（窗口内数据缺失）
2dc9c6cba96b,2025年度精选策略,42.市值，研发支出，roe，三因子，跑赢大盘.txt,fundamental_gate,基本面/财务数据选股门（窗口内数据缺失）
1b8cbc6f18a1,2025年度精选策略,44.借助JqData搭建简易回测框架.txt,not_strategy,JqData 回测框架演示（非策略）
3e7006ec554a,2025年度精选策略,45.市场宽度.txt,fundamental_gate,基本面/财务数据选股门（窗口内数据缺失）
c6589844cb23,2025年度精选策略,46.大盘股也能穿越牛熊市.txt,non_pv_class,非量价类（标题与内容判读不属于本批口径）
5301c5d9d7c8,2025年度精选策略,47.高收益低回撤的小市值策略.txt,fundamental_gate,基本面/财务数据选股门（窗口内数据缺失）
e1279cd9c755,2025年度精选策略,49.根据北上资金买股票的最佳持股时间探讨.txt,northbound_gap,北上资金持股时间（同上）
0750a740fca8,2025年度精选策略,51.北上资金持股比选股策略（北向、港资、外资）.txt,northbound_gap,北上持股比选股（同上）
a5acf6b6f28e,2025年度精选策略,52.根据北上资金买A股策略Python3版（北向、港资、外资）.txt,northbound_gap,北上资金 Python3 版（同上）
ab4dc295d8eb,2025年度精选策略,54.价值投资策略-大盘择时.txt,non_pv_class,非量价类（标题与内容判读不属于本批口径）
40ca0da1a3ca,2025年度精选策略,55.价值投资改进版-6年9.5倍.txt,fundamental_gate,基本面/财务数据选股门（窗口内数据缺失）
f7110c2d538e,2025年度精选策略,56.大盘一路向上时，追总龙头2个月3倍.txt,non_pv_class,非量价类（标题与内容判读不属于本批口径）
318b4a40bb71,2025年度精选策略,60.【分享】对RSRS模型的一次修改.txt,non_pv_class,非量价类（标题与内容判读不属于本批口径）
1fa1efd31980,2025年度精选策略,63.【复现】华泰证券-波动率和换手率构建牛熊指标.txt,index_turnover_gap,需要指数自由流通换手率（无数据源）
681d8e701287,2025年度精选策略,65.【分享】多因子指数增强.txt,non_pv_class,非量价类（标题与内容判读不属于本批口径）
033ee9888cc8,2025年度精选策略,67.RSRS择时改进-【成交量加权-钝化-右偏】.txt,intraday_signal,盘中信号依赖（分钟/竞价/tick 特征命中）
2c663cd7a833,2025年度精选策略,69.（12.3更新v1.2）朱虽自用1号（神虽顶底+趋势）.txt,non_pv_class,非量价类（标题与内容判读不属于本批口径）
edcd45b9037f,2025年度精选策略,70.超稳的股息率+均线选股策略.txt,fundamental_gate,股息率选股（股息历史缺）
0eb3d7e60e11,2025年度精选策略,75.最近2年年化100%以上回撤12%的打板策略-验证策略.txt,intraday_signal,盘中信号依赖（分钟/竞价/tick 特征命中）
7e595a06232e,2025年度精选策略,76.日内交易策略R-breaker - 300346.XSHE.txt,intraday_signal,R-breaker 日内策略
827629ac0844,2025年度精选策略,"77.超强单因子策略（EBIT,EV）.txt",fundamental_gate,基本面/财务数据选股门（窗口内数据缺失）
d260911fe117,2025年度精选策略,78.机器学习模型大比拼!.txt,fundamental_gate,基本面/财务数据选股门（窗口内数据缺失）
198f85e67fd4,2025年度精选策略,79.【多因子选股模型框架】(单因子各项指标评分细则).txt,fundamental_gate,基本面/财务数据选股门（窗口内数据缺失）
b3e97345d81f,2025年度精选策略,86.北上詹姆斯.txt,northbound_gap,北上詹姆斯（同上）
0319395c57a7,2025年度精选策略,87.穿越牛熊基业长青的价值精选策略（小资本也有大作为）.txt,non_pv_class,非量价类（标题与内容判读不属于本批口径）
ee019b488734,2025年度精选策略,88.基于动量因子的ETF轮动加上RSRS择时.txt,fundamental_gate,基本面/财务数据选股门（窗口内数据缺失）
d55ab0429a95,2025年度精选策略,89.2020年效果很好的策略-龙回头策略v3.0.txt,fundamental_gate,基本面/财务数据选股门（窗口内数据缺失）
9acbce53af9d,2025年度精选策略,94.小资金短线策略.txt,non_pv_class,非量价类（标题与内容判读不属于本批口径）
9e2199cab013,2025年度精选策略,95.冲天炮最高板策略迭代.txt,fundamental_gate,基本面/财务数据选股门（窗口内数据缺失）
5a7be519c393,2025年度精选策略,96.分享一个简单的选股器.txt,fundamental_gate,基本面/财务数据选股门（窗口内数据缺失）
bf135dc59964,2025年度精选策略,97.稳定高回报周期股策略2-RSRS择时.txt,fundamental_gate,周期股行业基本面选择+RSRS 择时
d744cb80a272,聚宽2026年精选,11低风险中等收益策略.txt,fundamental_gate,基本面/财务数据选股门（窗口内数据缺失）
9f77f74037cf,聚宽2026年精选,13首板高开-低开-弱转强混合策略（今年收益1138.61）.txt,intraday_signal,盘中信号依赖（分钟/竞价/tick 特征命中）
68830da62ec0,聚宽2026年精选,14安全摸狗策略.txt,non_pv_class,非量价类（标题与内容判读不属于本批口径）
b678c9f6ea2d,聚宽2026年精选,16集合竞价三合一，今年收益1067.txt,auction_gap,集合竞价数据 2026-08 起
1e09e5c60724,聚宽2026年精选,18国庆节献礼：实例说明白马股攻防转换策略.txt,non_pv_class,非量价类（标题与内容判读不属于本批口径）
8f58150397ff,聚宽2026年精选,20小盘股动态调仓，100只10年17倍.py,non_pv_class,非量价类（标题与内容判读不属于本批口径）
c307203ae61d,聚宽2026年精选,21【原创】年化123涨停弱转强竞价战法.txt,intraday_signal,盘中信号依赖（分钟/竞价/tick 特征命中）
89eed12c091f,聚宽2026年精选,22带上止损的核心资产轮动才更安心，低回撤，高收益率.txt,non_pv_class,非量价类（标题与内容判读不属于本批口径）
9884c6267887,聚宽2026年精选,26波动率过滤后相关性最小etf轮动.txt,non_pv_class,非量价类（标题与内容判读不属于本批口径）
8664521af1a0,聚宽2026年精选,31蛇皮走位小市值策略V1.0.txt,fundamental_gate,基本面/财务数据选股门（窗口内数据缺失）
eba2edd01f90,聚宽2026年精选,32EPO优化低相关etf组合.txt,non_pv_class,非量价类（标题与内容判读不属于本批口径）
2f49b9fe9be2,聚宽2026年精选,38ETF策略之核心资产轮动（线性增加权重）.txt,non_pv_class,非量价类（标题与内容判读不属于本批口径）
25028ae0c266,聚宽2026年精选,40高股息策略.txt,fundamental_gate,基本面/财务数据选股门（窗口内数据缺失）
6cc860998605,聚宽2026年精选,48投资回报率ROIC中等市值.txt,fundamental_gate,基本面/财务数据选股门（窗口内数据缺失）
7cadcc18e5f3,聚宽2026年精选,49干货贴《机器学习5折保形回归》 .py,non_pv_class,非量价类（标题与内容判读不属于本批口径）
dc5b80aa3614,聚宽2026年精选,"53TSmall-100, 微盘三正.txt",fundamental_gate,基本面/财务数据选股门（窗口内数据缺失）
c44c5a4686bd,聚宽2026年精选,54发一个学习策略5年70倍，思路可以学习.txt,intraday_signal,盘中信号依赖（分钟/竞价/tick 特征命中）
6b1a6932df29,聚宽2026年精选,56基于趋势、拥挤、景气的行业轮动，及行业强势个股的选择.txt,non_pv_class,非量价类（标题与内容判读不属于本批口径）
a1cf9ba1d518,聚宽2026年精选,59追板策略，今年收益已翻倍，低操作低回撤高收益可实盘.txt,intraday_signal,盘中信号依赖（分钟/竞价/tick 特征命中）
7738b63d2265,聚宽2026年精选,61BiLSTM for ETF.txt,fundamental_gate,基本面/财务数据选股门（窗口内数据缺失）
c53ee1c11465,聚宽2026年精选,69“稳定摸狗策略”学习笔记.txt,non_pv_class,非量价类（标题与内容判读不属于本批口径）
96ae41f63890,聚宽2026年精选,70动态保形回归小市值策略改进.txt,fundamental_gate,基本面/财务数据选股门（窗口内数据缺失）
abba4c74e1d2,聚宽2026年精选,72量化进阶学习笔记——打板策略.txt,intraday_signal,盘中信号依赖（分钟/竞价/tick 特征命中）
522260e8f6f3,聚宽2026年精选,74趋势筛选后相关性最小etf轮动.txt,non_pv_class,非量价类（标题与内容判读不属于本批口径）
a016c519e8bd,聚宽2026年精选,75大市值价值投资优化一波.txt,non_pv_class,非量价类（标题与内容判读不属于本批口径）
0a27a97328e5,聚宽2026年精选,76小市值止损策略【年化104.11】.txt,intraday_signal,盘中信号依赖（分钟/竞价/tick 特征命中）
7e5e5447be91,聚宽2026年精选,77研报三因子II-新规高分红小市值-年化60回撤19.txt,intraday_signal,盘中信号依赖（分钟/竞价/tick 特征命中）
2b5e98bfca7a,聚宽2026年精选,78首板低开策略-终极版 最大回撤15%，年化50%.txt,intraday_signal,盘中信号依赖（分钟/竞价/tick 特征命中）
2e8446ba42a7,聚宽2026年精选,7追首板涨停 过去两年年化304%.txt,intraday_signal,盘中信号依赖（分钟/竞价/tick 特征命中）
31f24872428a,聚宽2026年精选,80基本面01加RSI择时.txt,fundamental_gate,基本面/财务数据选股门（窗口内数据缺失）
8cda1f8e6d40,聚宽2026年精选,82回报社区——基于Gyro老师策略的思考.txt,fundamental_gate,基本面/财务数据选股门（窗口内数据缺失）
1b89488edf09,聚宽2026年精选,84正黄旗大妈选股改进-加入涨停卖出后的买入，提高资金利用率.txt,intraday_signal,盘中信号依赖（分钟/竞价/tick 特征命中）
661340dce4ad,聚宽2026年精选,90固收+.txt,allocation_class,固收+（资产配置）
ad0c7d785960,聚宽2026年精选,91ETF-T0动量策略，年化 18%，回撤3.31%.txt,non_pv_class,非量价类（标题与内容判读不属于本批口径）
f749462acbe1,聚宽2026年精选,94别人“拿的住”的股票最赚钱.txt,non_pv_class,非量价类（标题与内容判读不属于本批口径）
7b3446932321,聚宽2026年精选,95学习贴《一个完整的-深度学习-神经网络pipeline》.txt,non_pv_class,非量价类（标题与内容判读不属于本批口径）
c946d7e91e89,聚宽2026年精选,96首版+2版龙虎榜挖掘V2.0，年化1400.txt,dragon_gap,龙虎榜数据 2026-08 起（窗口空）
73bb4748db36,聚宽2026年精选,97趋势筛选后相关性最小etf轮动-加速10倍版.txt,non_pv_class,非量价类（标题与内容判读不属于本批口径）
8ed99cbfbaf4,聚宽2026年精选,99韶华研究之二十，竞价异动.txt,auction_gap,竞价异动（同上）
