seq,year,orig_name,md5_12,screen
293,2023年度精选策略,93.布林线追龙头战法.txt,fb5702c304e3,candidate
294,2023年度精选策略,94.可转债回测.txt,8d5e5cc80bb5,excluded:cb
295,2023年度精选策略,95.【复现】高频价量相关性，意想不到的选股因子.txt,dde77a881279,candidate
296,2023年度精选策略,96.市场宽度20210622.txt,da0599d8de5c,candidate
297,2023年度精选策略,97.韶华研究之六，简单不一样的发现趋势，3年6倍.txt,196fa0366512,candidate
298,2023年度精选策略,98.欧奈尔CANSLIM策略初探三.txt,fff51a75cccf,candidate
299,2023年度精选策略,99.全市场选股？7年5倍不择时，回撤30%左右.txt,8a955a32661d,candidate
300,2024年度精选策略1,1.差不多得了.txt,dea7084040d7,excluded:futures
301,2024年度精选策略1,10.多因子宽基ETF择时轮动改进版-高收益大资金低回撤.txt,71a3f920cd2a,excluded:intraday
302,2024年度精选策略1,100.全市场归因.txt,7c9fdf50ce50,excluded:demo
303,2024年度精选策略1,11.低价小盘简单有效.txt,2783242840a4,excluded:intraday
304,2024年度精选策略1,12.致敬聚宽机器学习多因子50只持仓14年37倍.txt,03e4c394c44f,candidate
305,2024年度精选策略1,13.5年15倍的收益，年化79.93%，可实盘，拿走不谢！.txt,77a2c5c2d8c6,candidate
306,2024年度精选策略1,14.四年多翻9倍，年化73%，成长因子评分筛选.txt,c1c9b4b53644,candidate
307,2024年度精选策略1,15.10年52倍，年化59%，全新因子方法超稳定.txt,dd0b4009dc57,excluded:intraday
308,2024年度精选策略1,16.大市值价值投资，从2005年至今超额稳定.txt,6ba459329476,candidate
309,2024年度精选策略1,17.5年超额收益1055%，K线处理大阴线，无未来.txt,ab0278fed04a,excluded:demo
310,2024年度精选策略1,18.微盘股研究.txt,0736bfd8088f,candidate
311,2024年度精选策略1,19.高股息低市盈率高增长的价投策略.txt,4879b2c6f2bb,candidate
312,2024年度精选策略1,2.“7年40倍”策略扩容到50只.txt,67ee0281516e,excluded:intraday
313,2024年度精选策略1,20.有赚就好-小市值剥头皮改进 2年3.86%回撤.txt,2f7aff7c552e,candidate
314,2024年度精选策略1,21.一种宏观数据的中长线策略，年化15%，最大回撤9%.txt,e8d351a28aa8,excluded:fund
315,2024年度精选策略1,22.菜场大妈皇城大妈年化108大妈吉祥.txt,aefd48b69210,candidate
316,2024年度精选策略1,23.wywy1995大神机器学习策略年化提升35pt.txt,7b537b14274c,excluded:intraday
317,2024年度精选策略1,24.凑波热闹，也来试试多因子线性回归.txt,1dc3d93cb204,excluded:futures
318,2024年度精选策略1,25.低价股优化，18年至今10625.40%，已加防未来函数.txt,beff23128788,candidate
319,2024年度精选策略1,26.【深度解析 六】高股息率-低PEG-低股价 模型.txt,a7255b272cc9,candidate
320,2024年度精选策略1,27.根据大小盘相对强弱选择合适的板块股票进行交易.txt,06d392f8e2be,candidate
321,2024年度精选策略1,28.正黄旗大妈选股法，修改版，年化92%.txt,3808072af6cb,candidate
322,2024年度精选策略1,29.高增股池小市值轮动.txt,7a24b2746e72,excluded:intraday
323,2024年度精选策略1,3.【回顾3】ETF策略之核心资产轮动.txt,f54ccf586039,candidate
324,2024年度精选策略1,30.挖掘中国特色的估值体系投资机会，年化150%+.txt,7f2131dd5089,excluded:intraday
325,2024年度精选策略1,31.动量因子加RSRS择时和ETF轮动每日调仓.txt,29edd9eeee51,excluded:futures
326,2024年度精选策略1,32.非线性市值（非小市值）组合4只.txt,d3b90a39e599,candidate
327,2024年度精选策略1,33.年化46.77，alpha191因子选股.txt,b4ce60361582,candidate
328,2024年度精选策略1,34.韶华研究之十八，201系列.txt,6847854b816b,candidate
329,2024年度精选策略1,35.5年12倍-小市值.txt,aa46829a69a5,excluded:intraday
330,2024年度精选策略1,"36.【菜场大妈】股息率小市值策略,10年206倍,5年10.8倍.txt",bb0b9f37ce93,candidate
331,2024年度精选策略1,37.【择时模块实际效果】--论坛随便选了个策略加装.txt,d7e1d012020b,excluded:intraday
332,2024年度精选策略1,38.ETF核心资产轮动-添油加醋.txt,77966f36f5fa,candidate
333,2024年度精选策略1,39.大资金优质股策略，总收益1217%！无小市值因子！.txt,b17ffbf143b9,excluded:demo
334,2024年度精选策略1,4.首板低开策略.txt,82edb1dd05c7,candidate
335,2024年度精选策略1,40.14年初到23年7月，年化37，夏普1.25，稳健高收益！.txt,f30de34bbf00,candidate
336,2024年度精选策略1,41.人工智能强化学习DQN交易智能体（回馈社区公开训练代码）.txt,229e7b9624dd,candidate
337,2024年度精选策略1,42.大盘ETF动量轮动RSRS择时策略-无纳指（5年半861%）.txt,885bfe246309,excluded:intraday
338,2024年度精选策略1,43.ETF轮动：年化收益82.68%，最大回撤13.54%.txt,647e8ddc7c89,excluded:futures
339,2024年度精选策略1,44.分享一个兼顾业绩增长和PEG指标的股票策略.txt,751983843b3f,candidate
340,2024年度精选策略1,"45.[原创]价值投资+期货对冲V4.0,无惧市场大跌.txt",d5be8e8a17ad,excluded:futures
341,2024年度精选策略1,46.【深度解析 四】聚宽三因子基本面 模型.txt,8c2b8b34e6b0,excluded:futures
342,2024年度精选策略1,47.随机森林量价多因子选股 短线交易.txt,9acecad1a574,candidate
343,2024年度精选策略1,48.低代码迁移成本的实盘方案jqtrade+one quant.txt,6a3b692a4a44,excluded:intraday
344,2024年度精选策略1,49.年化62%的动量策略.txt,6a6ec8869ddb,candidate
345,2024年度精选策略1,5.尝试用机器学习批量生产小盘策略.txt,6f5297b301fe,excluded:intraday
346,2024年度精选策略1,50.新策略，一种新思路，超额376%！.txt,5c5a94158d06,excluded:demo
347,2024年度精选策略1,51.【复现】行业有效量价因子与行业轮动策略.txt,6a8f42d8a7f9,candidate
348,2024年度精选策略1,52.增强型投资组合优化（EPO）方法试用.txt,94b047e8b4c8,candidate
349,2024年度精选策略1,53.微盘400每日再平衡.txt,b43246cf2802,candidate
350,2024年度精选策略1,54.追市场热点策略.txt,539eeaa013a3,excluded:intraday
351,2024年度精选策略1,55.Ahfu的大市值价值投资加自定义邮箱推送.txt,b5bef4807b29,excluded:fund
352,2024年度精选策略1,56.双人工智能配合，样本外夏普3.9.txt,0f0707441a7c,excluded:intraday
353,2024年度精选策略1,57.【复现】技术分析算法、框架与实战之二：识别“圆弧底”.txt,a9a3c6169e3a,candidate
354,2024年度精选策略1,"58.融券做空,3年35倍多！已模拟2年半，动态跑盘收益惊人！.txt",9f51ccce36ac,excluded:pairs_hedge
355,2024年度精选策略1,59.基于Gyro^.^大神的小市值策略的因子匹配研究.txt,a93fa8772982,candidate
356,2024年度精选策略1,6.高股息低杠杆小市值轮动策略.txt,cd6b6020732d,excluded:intraday
357,2024年度精选策略1,60.【深度解析 二】资产负债与ROA模型.txt,c4f563882796,excluded:futures
358,2024年度精选策略1,61.聚类算法分析股票，看看今年大体能分出哪几类.txt,0fb7bbbeb613,candidate
359,2024年度精选策略1,62.分享一种K线小碎步后突破的分钟级打法.txt,e2e31eec5cb2,excluded:intraday
360,2024年度精选策略1,63.怎么让龟速变奔跑？以“首版突破一进二”为例.txt,d77fb48bf268,excluded:intraday
361,2024年度精选策略1,64.基于XGBoost6m滚动选股策略.txt,38926e28d04c,excluded:intraday
362,2024年度精选策略1,65.低开买入小市值策略（剥头皮策略）3.0 总结.txt,63a5ac6abffb,candidate
363,2024年度精选策略1,66.SVR机器学习上证综指择时中小板财务选股策略.txt,df515ff6bd7a,candidate
364,2024年度精选策略1,68.业绩预告小工具--已更新.txt,149eb03cd019,candidate
365,2024年度精选策略1,69.人工智能早晨十字星模型反转形态预测.txt,0c9499e93945,excluded:intraday
366,2024年度精选策略1,7.连板龙头策略.txt,0e58975cfa61,excluded:pairs_hedge
367,2024年度精选策略1,70.致敬市场(12)——赚钱的策略.txt,a3af6ded6bb2,excluded:fund
368,2024年度精选策略1,71.小试多因子策略，年化65%.txt,24eab11c7788,excluded:futures
369,2024年度精选策略1,72.桥水 全天候策略 增加一致性度量ES 风险控制.txt,ffaefd52a9e2,candidate
370,2024年度精选策略1,73.稳健趋势策略，回测小，无未来函数.txt,7e3f887a4aec,candidate
371,2024年度精选策略1,74.形态识别_单边上涨v3.txt,b37b3a2b760b,excluded:intraday
372,2024年度精选策略1,75.【复现】个股动量效应的识别及球队硬币因子.txt,448e7998ea83,candidate
373,2024年度精选策略1,76.基金溢价（模拟效果好！）.txt,ddd7829c9511,excluded:fund
374,2024年度精选策略1,77.【复现】筹码分布因子.txt,97beac35769e,candidate
375,2024年度精选策略1,78.国盛证券多因子.txt,ca4298b53fa3,excluded:intraday
376,2024年度精选策略1,79.SVR选股的小市值策略.txt,29e292b06c6f,excluded:intraday
377,2024年度精选策略1,8.科技与狠活.txt,3e0a60384921,excluded:intraday
378,2024年度精选策略1,80.【深度解析 一】经典小市值模型.txt,4df92af47da1,excluded:futures
379,2024年度精选策略1,81.方正证券-多因子选股系列研究之四：“球队硬币”.txt,3aa66126d1c3,candidate
380,2024年度精选策略1,82.实盘模拟的小盘股策略，低频，带基本面优化以及个股风控.txt,06fcf819592a,candidate
381,2024年度精选策略1,83.回测“一创模拟盘2号”，最终优化，年化39%.txt,2ed382e707c4,candidate
382,2024年度精选策略1,84.【社区研究】连板龙头策略-wywy：复现与研究.txt,fa68b690a508,excluded:pairs_hedge
383,2024年度精选策略1,85.【深度解析 七】BBI指标-大盘涨跌-宽基轮动模型.txt,d983c3e18941,excluded:fund
384,2024年度精选策略1,86.根据连续亏损预判st股票.txt,dec80b5468f7,candidate
385,2024年度精选策略1,87.山寨红利.txt,fb93ded06126,candidate
386,2024年度精选策略1,88.韶华研究之十六，指数增强.txt,689610c90abc,candidate
387,2024年度精选策略1,89.【复现·水】市场情绪指标专题行业指数顶部和底部信号.txt,6f391860f430,excluded:fund
388,2024年度精选策略1,9.持仓95只大容量小市值，媲美金元顺安元启.txt,65ae80c577c9,candidate
389,2024年度精选策略1,90.【复现】凸显度因子.txt,100446b5cdf8,excluded:hk_us
390,2024年度精选策略1,91.【复现】多任务时序动量策略.txt,df84b6426b63,candidate
391,2024年度精选策略1,92.【机器学习研究】动态多因子选股策略研究.txt,31f4500d3010,excluded:demo
392,2024年度精选策略1,93.【复现】国信投资者情绪指数择时模型.txt,b2224e5e6253,candidate
393,2024年度精选策略1,94.大市值小市值今年的一些分析，然后尝试预测小市值行情.txt,ad911cc1a66e,excluded:futures
394,2024年度精选策略1,95.基金的最爱与最恶.txt,f203400ef764,excluded:fund
395,2024年度精选策略1,96.大盘预测器v1.1--引入世界数据.txt,db0d9abb0098,candidate
396,2024年度精选策略1,97.大周期顶底判断：FED指标+格雷厄姆指数一次搞定.txt,642953dd5043,candidate
397,2024年度精选策略1,98.FScore9因子模型改进——RFScore7因子.txt,f866fe415da5,excluded:futures
398,2024年度精选策略1,99.波动率交易的前言——期权定价.txt,cdbd2af89250,excluded:futures
399,2025年度精选策略,"0.回测提速十倍,过滤ST,退市,停牌,新股优化方法.txt",94c0388b663b,candidate
400,2025年度精选策略,1.龙回头3.0回测速度优化版.txt,e306e41d6e8e,candidate
401,2025年度精选策略,10.多因子选股.txt,d8742715dfe8,candidate
402,2025年度精选策略,11.多因子选股策略——基于传统分析.txt,3167ac34f3d9,candidate
403,2025年度精选策略,12.机器学习用于量化分析.txt,91729e68d9d1,candidate
404,2025年度精选策略,13.7年40倍，模拟超过两年，年化高回撤低.txt,51f57a8e10a5,candidate
405,2025年度精选策略,14.FOF养老成长基金-v2.0.txt,b1d6c8cfb3f4,excluded:fund
406,2025年度精选策略,15.小市值策略之再优化，年化接近翻倍.txt,21af8c66c15e,candidate
407,2025年度精选策略,16.缠论工具（笔， 线段）.txt,6b1c20421094,candidate
408,2025年度精选策略,17.基金跟随策略，19年年化60%.txt,bc9f320c2b6f,excluded:fund
409,2025年度精选策略,18.6年17倍的etf+分级b的轮动趋势策略跟随感悟.txt,3cb631cd66a1,excluded:fund
410,2025年度精选策略,19.简单到发指的股指策略(2013到现在收益10949%).txt,f6856ed59e5e,excluded:futures
411,2025年度精选策略,2.板块轮动打分与热度追踪.txt,71e1ebc9a51d,candidate
412,2025年度精选策略,20.冲天炮最高板策略，收益惊呆了我.txt,3f9a184572f0,candidate
413,2025年度精选策略,21.策略coding吐槽帖——以“网红”ETF轮动为例.txt,cdec36e6f742,excluded:fund
414,2025年度精选策略,22.“开弓”ETF轮动模型——改.txt,e370e705b8c0,candidate
415,2025年度精选策略,23.玩趋势交易的看进来~~~~2.txt,66467a8911b0,candidate
416,2025年度精选策略,24.现在便宜的300就是最好的，收益惊人！【结束了】.txt,6d26bdf30c7d,candidate
417,2025年度精选策略,25.基本不耍六毛的ETF轮动策略.txt,034a8e9bf9f9,excluded:fund
418,2025年度精选策略,26.稳定高回报周期股策略2.txt,4b04ec0f927c,candidate
419,2025年度精选策略,27.基于RSRS的趋势交易与网格交易相结合的尝试.txt,c4c615899fc0,candidate
420,2025年度精选策略,28.XGBoost模型多因子策略分享.txt,e22bdc938743,candidate
421,2025年度精选策略,29.北上资金（北向资金港资外资）因子分析与策略分享.txt,b1ececf84589,candidate
422,2025年度精选策略,3.一个简单而持续稳定的懒人超额收益策略.txt,e1d490e338ef,candidate
423,2025年度精选策略,30.ETF宽基轮动修改版-1.0.txt,7e3eaa36c125,candidate
424,2025年度精选策略,31.RSRS择时+货币基金--6年8倍行业周期股策略.txt,a8944b06ee52,excluded:fund
425,2025年度精选策略,32.北向资金A股择时策略（5年16倍）.txt,b20db430c3c3,excluded:futures
426,2025年度精选策略,33.【研报复现】基于风险溢价的沪深300择时-目前依然有效.txt,db61edc0c634,excluded:hk_us
427,2025年度精选策略,34.套利三年，我的本金翻了10倍.txt,58b247ec88b7,excluded:pairs_hedge
428,2025年度精选策略,35.精选价值策略.txt,68cc0a6b40ba,candidate
429,2025年度精选策略,36.市场底部特征研究.txt,f8af7bda4e54,excluded:futures
430,2025年度精选策略,37.处置效应的CGO因子（行为金融学因子）.txt,14d3e787ea4b,candidate
431,2025年度精选策略,38.python搭建简单交易系统.txt,9556d20527b8,candidate
432,2025年度精选策略,39.因子分析系列文章（八）：多因子策略（多元线性回归）.txt,43ddbd763d2c,candidate
433,2025年度精选策略,4.红利搬砖，年化29%.txt,6506cf2176ed,candidate
434,2025年度精选策略,40.基于遗传算法挖掘因子2.txt,b0d5654d035b,candidate
435,2025年度精选策略,41.均线黏合，突破前三十个交易日最高点选股法.txt,036626547c49,candidate
436,2025年度精选策略,42.市值，研发支出，roe，三因子，跑赢大盘.txt,2dc9c6cba96b,candidate
437,2025年度精选策略,43.ETF资源收集整合（附代码与excel表格）.txt,37b4d691903e,excluded:fund
438,2025年度精选策略,44.借助JqData搭建简易回测框架.txt,1b8cbc6f18a1,candidate
439,2025年度精选策略,45.市场宽度.txt,3e7006ec554a,candidate
440,2025年度精选策略,46.大盘股也能穿越牛熊市.txt,c6589844cb23,candidate
441,2025年度精选策略,47.高收益低回撤的小市值策略.txt,5301c5d9d7c8,candidate
442,2025年度精选策略,49.根据北上资金买股票的最佳持股时间探讨.txt,e1279cd9c755,candidate
443,2025年度精选策略,5.价值低波（下）--十年十倍（2020拜年）.txt,3dde2ca4a05d,excluded:futures
444,2025年度精选策略,50.昨日炸板股策略.txt,cc55de9eba13,excluded:intraday
445,2025年度精选策略,51.北上资金持股比选股策略（北向、港资、外资）.txt,0750a740fca8,candidate
446,2025年度精选策略,52.根据北上资金买A股策略Python3版（北向、港资、外资）.txt,a5acf6b6f28e,candidate
447,2025年度精选策略,53.基于大盘PE标准差偏离度的聪明基金定投策略.txt,35b53b3c5ba0,excluded:fund
448,2025年度精选策略,54.价值投资策略-大盘择时.txt,ab4dc295d8eb,candidate
449,2025年度精选策略,55.价值投资改进版-6年9.5倍.txt,40ca0da1a3ca,candidate
450,2025年度精选策略,56.大盘一路向上时，追总龙头2个月3倍.txt,f7110c2d538e,candidate
451,2025年度精选策略,57.股指期货套利，这段时间都没有交易分享给大家.txt,8730e62f7ede,excluded:futures
452,2025年度精选策略,58.严格资金管理，股指期货套利.txt,e0fc8868c928,excluded:futures
453,2025年度精选策略,59.【复现】RSRS择时改进.txt,76addabfae13,excluded:futures
454,2025年度精选策略,6.iAlpha 基金投资策略.txt,d501e2638ada,excluded:fund
455,2025年度精选策略,60.【分享】对RSRS模型的一次修改.txt,318b4a40bb71,candidate
456,2025年度精选策略,61.【复现】扩散指标择时.txt,97709ec3a67e,excluded:fund
457,2025年度精选策略,62.【复现】北向资金交易能力一定强吗.txt,537d9a0081d6,excluded:fund
458,2025年度精选策略,63.【复现】华泰证券-波动率和换手率构建牛熊指标.txt,1fa1efd31980,candidate
459,2025年度精选策略,64.【复现】C-VIX 中国版 VIX 编制手册.txt,ef6bd23f1980,excluded:fund
460,2025年度精选策略,65.【分享】多因子指数增强.txt,681d8e701287,candidate
461,2025年度精选策略,66.【复现】A股日内动量效应（一）半小时 涨跌幅间的规律.txt,3ed6740e0558,excluded:fund
462,2025年度精选策略,67.RSRS择时改进-【成交量加权-钝化-右偏】.txt,033ee9888cc8,candidate
463,2025年度精选策略,68.蒋老师吐槽了之后，我也想说说对ETF轮动策略的看法.txt,376438b61bdb,excluded:fund
464,2025年度精选策略,69.（12.3更新v1.2）朱虽自用1号（神虽顶底+趋势）.txt,2c663cd7a833,candidate
465,2025年度精选策略,7.股债波动平衡.txt,3aeea0cd0f57,excluded:fund
466,2025年度精选策略,70.超稳的股息率+均线选股策略.txt,edcd45b9037f,candidate
467,2025年度精选策略,71.【股指策略】【研报复现】周内与日内结合CTA.txt,55d5feefb9e9,excluded:futures
468,2025年度精选策略,72.【股指期货】收盘折溢价策略.txt,6f39eb5571be,excluded:futures
469,2025年度精选策略,73.基于期权PCR与标的波动率价差的股指期货套利.txt,87dac256756e,excluded:futures
470,2025年度精选策略,74.迪马克TD趋势反转指标.txt,d930425595e8,excluded:futures
471,2025年度精选策略,75.最近2年年化100%以上回撤12%的打板策略-验证策略.txt,0eb3d7e60e11,candidate
472,2025年度精选策略,76.日内交易策略R-breaker - 300346.XSHE.txt,7e595a06232e,candidate
473,2025年度精选策略,"77.超强单因子策略（EBIT,EV）.txt",827629ac0844,candidate
474,2025年度精选策略,78.机器学习模型大比拼!.txt,d260911fe117,candidate
475,2025年度精选策略,79.【多因子选股模型框架】(单因子各项指标评分细则).txt,198f85e67fd4,candidate
476,2025年度精选策略,8.因子分析 营业利润TTM.txt,ce16ad86dce4,excluded:pairs_hedge
477,2025年度精选策略,80.公募基金抱团.txt,784599913f48,excluded:fund
478,2025年度精选策略,81.无杠杆，稳定盈利的etf轮动，06年开始3000%收益.txt,44aea8b40889,excluded:fund
479,2025年度精选策略,82.无需先验知识，动态选择的etf轮动策略，更具鲁棒性.txt,93fb1729138a,excluded:fund
480,2025年度精选策略,83.识别趋势震荡之神器 MESA最大熵谱分析（一）：滤波器建立.txt,6487ab9562a1,excluded:futures
481,2025年度精选策略,84.ETF网格交易策略.txt,7d1c289e638b,excluded:intraday
482,2025年度精选策略,85.易方达中小盘（魔改版）.txt,cc45da0255d2,excluded:fund
483,2025年度精选策略,86.北上詹姆斯.txt,b3e97345d81f,candidate
484,2025年度精选策略,87.穿越牛熊基业长青的价值精选策略（小资本也有大作为）.txt,0319395c57a7,candidate
485,2025年度精选策略,88.基于动量因子的ETF轮动加上RSRS择时.txt,ee019b488734,candidate
486,2025年度精选策略,89.2020年效果很好的策略-龙回头策略v3.0.txt,d55ab0429a95,candidate
487,2025年度精选策略,9.持续跑赢大盘-真蓝筹v2(资金容量千万以上).txt,b814981978c1,excluded:futures
488,2025年度精选策略,90.超稳+翻倍，贝塔值只有0.048的期指策略.txt,9c5d1bacd862,excluded:futures
489,2025年度精选策略,91.欧奈尔 RPS选股战法回测.txt,fdbc279fba99,candidate
490,2025年度精选策略,92.敢于直接实盘的—八仙过海V2.txt,c27cfbb00226,excluded:fund
491,2025年度精选策略,93北向Boll带_ETF组合宝付费策略.txt,c2baee64cbff,excluded:fund
492,2025年度精选策略,94.小资金短线策略.txt,9acbce53af9d,candidate
493,2025年度精选策略,95.冲天炮最高板策略迭代.txt,9e2199cab013,candidate
494,2025年度精选策略,96.分享一个简单的选股器.txt,5a7be519c393,candidate
495,2025年度精选策略,97.稳定高回报周期股策略2-RSRS择时.txt,bf135dc59964,candidate
496,2025年度精选策略,98.追涨大师（超额142）.txt,804d9a0e3453,excluded:pairs_hedge
497,2025年度精选策略,99.最新龙回头5.0速度优化版+风险控制版本.txt,9e52ca1c65f3,excluded:intraday
498,聚宽2026年精选,10.10年52倍，年化59，全新因子方法超稳定.txt,dd0b4009dc57,excluded:intraday
499,聚宽2026年精选,100使用K-means 聚类对基金分类.py,cecdf8cb91e6,excluded:fund
500,聚宽2026年精选,11低风险中等收益策略.txt,d744cb80a272,candidate
501,聚宽2026年精选,12用子账户模拟多策略分仓.txt,4ec065c1935a,excluded:futures
502,聚宽2026年精选,13首板高开-低开-弱转强混合策略（今年收益1138.61）.txt,9f77f74037cf,candidate
503,聚宽2026年精选,14安全摸狗策略.txt,68830da62ec0,candidate
504,聚宽2026年精选,15小市值排除3个bug版，22年至今收益506.txt,d635e46fbd04,excluded:fund
505,聚宽2026年精选,16集合竞价三合一，今年收益1067.txt,b678c9f6ea2d,candidate
506,聚宽2026年精选,17多品种ETF动量轮动+EPO优化.txt,77cc6b214e50,excluded:futures
507,聚宽2026年精选,18国庆节献礼：实例说明白马股攻防转换策略.txt,1e09e5c60724,candidate
508,聚宽2026年精选,19机器学习线性回归小市值.txt,eb2ff97d8d80,excluded:futures
509,聚宽2026年精选,1首板低开策略.txt,82edb1dd05c7,candidate
510,聚宽2026年精选,20小盘股动态调仓，100只10年17倍.py,8f58150397ff,candidate
511,聚宽2026年精选,21【原创】年化123涨停弱转强竞价战法.txt,c307203ae61d,candidate
512,聚宽2026年精选,22带上止损的核心资产轮动才更安心，低回撤，高收益率.txt,89eed12c091f,candidate
513,聚宽2026年精选,23大盘择时，逻辑简单.txt,149b47c263b4,excluded:fund
514,聚宽2026年精选,24大容量低回撤价值投资-排除小市值因子.txt,d9867ba7c79b,excluded:intraday
515,聚宽2026年精选,25冷饭热吃之三，14年至今年华99.99.txt,2f7ff2e75435,excluded:intraday
516,聚宽2026年精选,26波动率过滤后相关性最小etf轮动.txt,9884c6267887,candidate
517,聚宽2026年精选,27人工智能强化学习DQN交易智能体（回馈社区公开训练代码）.txt,229e7b9624dd,candidate
518,聚宽2026年精选,28韶华研究之十九，一致性用在微盘控制回撤.txt,52543c04ecfd,excluded:intraday
519,聚宽2026年精选,29穿越牛熊2.0(非小市值)年化50%的cta策略.txt,891bff9c994e,excluded:futures
520,聚宽2026年精选,2连板龙头策略.txt,0e58975cfa61,excluded:pairs_hedge
521,聚宽2026年精选,30错杀反弹，掌握人性规律，开启投资新纪元.txt,9597b9eebc90,excluded:intraday
522,聚宽2026年精选,31蛇皮走位小市值策略V1.0.txt,8664521af1a0,candidate
523,聚宽2026年精选,32EPO优化低相关etf组合.txt,eba2edd01f90,candidate
524,聚宽2026年精选,33回馈社区顺便搞积分《一个完整的机器学习pipeline》.txt,6b89edb4cf7d,excluded:intraday
525,聚宽2026年精选,34十年回测 年化103.32% 最大回撤23.89%.txt,b4c9a1c1f374,excluded:intraday
526,聚宽2026年精选,"35【菜场大妈】股息率小市值策略,10年206倍,5年10.8倍.txt",bb0b9f37ce93,candidate
527,聚宽2026年精选,36快过年了。不想呆在小市值的，可以拿这个策略躲一躲.txt,f302f969a3e7,excluded:intraday
528,聚宽2026年精选,37微盘股扩散指数双均线择时.txt,42339e5f522f,excluded:intraday
529,聚宽2026年精选,38ETF策略之核心资产轮动（线性增加权重）.txt,2f49b9fe9be2,candidate
530,聚宽2026年精选,39干积分-大小盘反复横跳V2.0.txt,97864a6c52c6,excluded:intraday
531,聚宽2026年精选,3、5年15倍的收益，年化79.93，可实盘，拿走不谢！.txt,77a2c5c2d8c6,candidate
532,聚宽2026年精选,40高股息策略.txt,25028ae0c266,candidate
533,聚宽2026年精选,41SVR机器学习上证综指择时中小板财务选股策略.txt,df515ff6bd7a,candidate
534,聚宽2026年精选,42国九条：三年分红5千万以下且占净利润30以下将被ST.txt,07ca5dc951de,excluded:intraday
535,聚宽2026年精选,43小市值再优化【年化98 回撤27】无未来函数.txt,8fa2f3ce1fc6,excluded:intraday
536,聚宽2026年精选,44国九条 年化130.74% 回撤11% 众神Debug版.txt,2c17c4d1ed63,excluded:fund
537,聚宽2026年精选,45此消彼长.txt,0ffbfb7ab17f,excluded:intraday
538,聚宽2026年精选,46高增股池小市值轮动.txt,7a24b2746e72,excluded:intraday
539,聚宽2026年精选,47多策略整合大E小十年百倍（年化64）.txt,3fb271e73990,excluded:intraday
540,聚宽2026年精选,48投资回报率ROIC中等市值.txt,6cc860998605,candidate
541,聚宽2026年精选,49干货贴《机器学习5折保形回归》 .py,7cadcc18e5f3,candidate
542,聚宽2026年精选,4高股息低市盈率高增长的价投策略.txt,4879b2c6f2bb,candidate
543,聚宽2026年精选,50分享一种K线小碎步后突破的分钟级打法.txt,e2e31eec5cb2,excluded:intraday
544,聚宽2026年精选,51“四大搅屎棍策略”学习笔记-有魔改.txt,4b06334f6696,excluded:intraday
545,聚宽2026年精选,52机器学习滚动训练价投策略.txt,0a151b5785d8,excluded:intraday
546,聚宽2026年精选,"53TSmall-100, 微盘三正.txt",dc5b80aa3614,candidate
547,聚宽2026年精选,54发一个学习策略5年70倍，思路可以学习.txt,c44c5a4686bd,candidate
548,聚宽2026年精选,55怎么让龟速变奔跑？以“首版突破一进二”为例.txt,d77fb48bf268,excluded:intraday
549,聚宽2026年精选,56基于趋势、拥挤、景气的行业轮动，及行业强势个股的选择.txt,6b1a6932df29,candidate
550,聚宽2026年精选,57韶华研究之十八，201系列.txt,6847854b816b,candidate
551,聚宽2026年精选,58Debug-输出信息-多标的版ETF策略(ETF复现之三）.txt,69db3e10546c,excluded:futures
552,聚宽2026年精选,59追板策略，今年收益已翻倍，低操作低回撤高收益可实盘.txt,a1cf9ba1d518,candidate
553,聚宽2026年精选,5四大搅屎棍策略.txt,31c2086de691,excluded:intraday
554,聚宽2026年精选,60高股息V1.0（小程序公开股池）.txt,735fd477f584,excluded:intraday
555,聚宽2026年精选,61BiLSTM for ETF.txt,7738b63d2265,candidate
556,聚宽2026年精选,62基金溢价（模拟效果好！）.txt,ddd7829c9511,excluded:fund
557,聚宽2026年精选,63.5年12倍-小市值.txt,aa46829a69a5,excluded:intraday
558,聚宽2026年精选,64大小外择时小市值3.0.txt,ca4e63c1a0ae,excluded:intraday
559,聚宽2026年精选,65搭建量化交易模型从零开始——择时，选股，仓位管理和因子分析.txt,95e2adbc3a59,excluded:futures
560,聚宽2026年精选,66手把手教你构建ETF策略候选池.py,dac72b2689dc,excluded:fund
561,聚宽2026年精选,67大市值价投高股息爱国者策略（爱我中华）.txt,187c37a53e43,excluded:intraday
562,聚宽2026年精选,68wywy1995 首板低开策略代码优化，提快速度.txt,133b2d8dc1e4,excluded:intraday
563,聚宽2026年精选,69“稳定摸狗策略”学习笔记.txt,c53ee1c11465,candidate
564,聚宽2026年精选,6国九小市值策略【年化100.5】.txt,ca0f8fc8467b,excluded:intraday
565,聚宽2026年精选,70动态保形回归小市值策略改进.txt,96ae41f63890,candidate
566,聚宽2026年精选,71（乱改一版）股票加“钱粮”ETF组合.txt,127508f2e435,excluded:futures
567,聚宽2026年精选,72量化进阶学习笔记——打板策略.txt,abba4c74e1d2,candidate
568,聚宽2026年精选,73微盘400每日再平衡.txt,b43246cf2802,candidate
569,聚宽2026年精选,74趋势筛选后相关性最小etf轮动.txt,522260e8f6f3,candidate
570,聚宽2026年精选,75大市值价值投资优化一波.txt,a016c519e8bd,candidate
571,聚宽2026年精选,76小市值止损策略【年化104.11】.txt,0a27a97328e5,candidate
