entry_id,name_en,name_zh,class,category,mapped_table_name,rows,first_date,last_date,n_symbols,timeframe,recognition_algorithm,code_path,attribution_note,prereview_reason,backfill_status
PAT-CLL-009,Chanlun Third Buy Point,缠论三类买点,chanlun,(c)待查,,0,,,0,daily,rule_based,,主观/半主观图形(subjectivity=medium)无机械口径,缠论笔/段/中枢算法未接线物化(JOB-108 未覆盖),not_applicable
PAT-CLL-012,Chanlun Third Sell Point,缠论三类卖点,chanlun,(c)待查,,0,,,0,daily,rule_based,,主观/半主观图形(subjectivity=medium)无机械口径,缠论笔/段/中枢算法未接线物化(JOB-108 未覆盖),not_applicable
PAT-CLL-013,Chanlun Trend Divergence,缠论趋势背驰,chanlun,(c)待查,,0,,,0,daily,rule_based,,主观/半主观图形(subjectivity=medium)无机械口径,缠论笔/段/中枢算法未接线物化(JOB-108 未覆盖),not_applicable
PAT-CLL-014,Chanlun Consolidation Divergence,缠论盘整背驰,chanlun,(c)待查,,0,,,0,daily,rule_based,,主观/半主观图形(subjectivity=medium)无机械口径,缠论笔/段/中枢算法未接线物化(JOB-108 未覆盖),not_applicable
PAT-STRUCT-004,Wyckoff Upthrust,威科夫上冲,structure,已覆盖,CDL3OUTSIDE,234115,2021-09-06,2026-09-18,5709,daily,rule_based,,预审误判(名称映射断链): 表内 CDL3OUTSIDE 234115行 2021-09-06..2026-09-18,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",not_applicable
PAT-STRUCT-005,Wyckoff Sign of Strength (SOS),威科夫强势信号,structure,(c)待查,,0,,,0,daily,rule_based,,主观/半主观图形(subjectivity=medium)无机械口径,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",not_applicable
PAT-STRUCT-006,Wyckoff Sign of Weakness (SOW),威科夫弱势信号,structure,(c)待查,,0,,,0,daily,rule_based,,主观/半主观图形(subjectivity=medium)无机械口径,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",not_applicable
PAT-STRUCT-007,Wyckoff Last Point of Support (LPS),威科夫最后支撑点,structure,(c)待查,,0,,,0,daily,rule_based,,主观/半主观图形(subjectivity=medium)无机械口径,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",not_applicable
PAT-STRUCT-008,Wyckoff Last Point of Supply (LPSY),威科夫最后供给点,structure,(c)待查,,0,,,0,daily,rule_based,,主观/半主观图形(subjectivity=medium)无机械口径,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",not_applicable
PAT-STRUCT-009,SMC Break of Structure (BOS),结构突破,structure,(c)待查,,0,,,0,daily,rule_based,,注册表无 code_path(引擎缺检测器),"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",not_applicable
PAT-STRUCT-010,SMC Change of Character (CHoCH),性格转变,structure,(c)待查,,0,,,0,daily,rule_based,,注册表无 code_path(引擎缺检测器),"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",not_applicable
PAT-STRUCT-011,SMC Fair Value Gap (FVG),公允价值缺口,structure,(c)待查,,0,,,0,daily,rule_based,,注册表无 code_path(引擎缺检测器),"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",not_applicable
PAT-STRUCT-012,SMC Order Block (OB),订单块,structure,(c)待查,,0,,,0,daily,rule_based,,主观/半主观图形(subjectivity=medium)无机械口径,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",not_applicable
PAT-STRUCT-013,SMC Liquidity Grab,流动性扫荡,structure,(c)待查,,0,,,0,daily,rule_based,,主观/半主观图形(subjectivity=medium)无机械口径,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",not_applicable
PAT-STRUCT-014,SMC Equal Highs (EQH),等高流动性池,structure,(c)待查,,0,,,0,daily,rule_based,,注册表无 code_path(引擎缺检测器),"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",not_applicable
PAT-STRUCT-015,SMC Equal Lows (EQL),等低流动性池,structure,(c)待查,,0,,,0,daily,rule_based,,注册表无 code_path(引擎缺检测器),"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",not_applicable
PAT-STRUCT-016,SMC Premium/Discount Zone,溢价折价区,structure,(c)待查,,0,,,0,daily,rule_based,,注册表无 code_path(引擎缺检测器),"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",not_applicable
PAT-STRUCT-017,Time Series Motif Discovery,时序模体发现,structure,(c)待查,,0,,,0,daily,matrix_profile,,"DL/模型法无落地检测器(dl_model_ref=True, algo=matrix_profile)","DL 模型训练集未建(dl_training_dataset 空), 无监督标签来源",not_applicable
PAT-STRUCT-018,Semantic Segmentation (FLUSS),语义分段,structure,(c)待查,,0,,,0,daily,matrix_profile,,"DL/模型法无落地检测器(dl_model_ref=True, algo=matrix_profile)","DL 模型训练集未建(dl_training_dataset 空), 无监督标签来源",not_applicable
PAT-DL-001,YOLOv8 Chart Pattern Detector,YOLOv8 图表形态检测套件,structure,(c)待查,,0,,,0,daily,dl_yolo,,"DL/模型法无落地检测器(dl_model_ref=True, algo=dl_yolo)","DL 模型训练集未建(dl_training_dataset 空), 无监督标签来源",not_applicable
PAT-DL-002,Swin Transformer TADA-AW Classifier,Swin Transformer 时间感知分类套件,structure,(b)数据债,,0,,,0,intraday,dl_transformer,,非日线 timeframe=intraday（分钟起点 2021-09/盘口源缺失）,"DL 模型训练集未建(dl_training_dataset 空), 无监督标签来源",not_applicable
PAT-DL-003,ViT-Tiny + MAE Self-supervised Pattern Learner,ViT 自监督形态学习套件,structure,(b)数据债,,0,,,0,intraday,dl_transformer,,非日线 timeframe=intraday（分钟起点 2021-09/盘口源缺失）,"DL 模型训练集未建(dl_training_dataset 空), 无监督标签来源",not_applicable
PAT-DL-004,Multimodal LLM Pattern Analyst,多模态大模型形态判读套件,structure,(c)待查,,0,,,0,daily,dl_llm,,"DL/模型法无落地检测器(dl_model_ref=True, algo=dl_llm)","DL 模型训练集未建(dl_training_dataset 空), 无监督标签来源",not_applicable
PAT-DL-005,Kronos K-line Foundation Model,Kronos K线基础模型套件,structure,(b)数据债,,0,,,0,intraday,dl_transformer,,非日线 timeframe=intraday（分钟起点 2021-09/盘口源缺失）,"DL 模型训练集未建(dl_training_dataset 空), 无监督标签来源",not_applicable
PAT-DL-006,Mamba State-Space Sequence Model,Mamba 状态空间序列套件,structure,(b)数据债,,0,,,0,intraday,dl_transformer,,非日线 timeframe=intraday（分钟起点 2021-09/盘口源缺失）,"DL 模型训练集未建(dl_training_dataset 空), 无监督标签来源",not_applicable
PAT-STRUCT-019,VSA Selling Climax,VSA 抛售高潮,structure,(c)待查,,0,,,0,daily,rule_based,,注册表无 code_path(引擎缺检测器),"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",not_applicable
PAT-STRUCT-020,VSA Buying Climax,VSA 买入高潮,structure,(c)待查,,0,,,0,daily,rule_based,,注册表无 code_path(引擎缺检测器),"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",not_applicable
PAT-STRUCT-021,VSA No Supply,VSA 无供给,structure,已覆盖,CDL3INSIDE,86825,2021-09-17,2026-09-18,5681,daily,rule_based,,预审误判(名称映射断链): 表内 CDL3INSIDE 86825行 2021-09-17..2026-09-18,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",not_applicable
PAT-STRUCT-022,VSA No Demand,VSA 无需求,structure,已覆盖,CDLSTICKSANDWICH,5462,2021-09-10,2026-09-17,3337,daily,rule_based,,预审误判(名称映射断链): 表内 CDLSTICKSANDWICH 5462行 2021-09-10..2026-09-17,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",not_applicable
PAT-STRUCT-023,VSA Stopping Volume,VSA 停止量,structure,(c)待查,,0,,,0,daily,rule_based,,注册表无 code_path(引擎缺检测器),"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",not_applicable
PAT-STRUCT-024,VSA Test Bar,VSA 测试bar,structure,(c)待查,,0,,,0,daily,rule_based,,主观/半主观图形(subjectivity=medium)无机械口径,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",not_applicable
PAT-STRUCT-025,VSA Pseudo Upthrust,VSA 伪上冲,structure,(c)待查,,0,,,0,daily,rule_based,,主观/半主观图形(subjectivity=medium)无机械口径,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",not_applicable
PAT-DL-007,Diffusion Generative Chart Forecaster,扩散模型生成式图表预测套件,structure,(c)待查,,0,,,0,daily,dl_cnn,,"DL/模型法无落地检测器(dl_model_ref=True, algo=dl_cnn)","DL 模型训练集未建(dl_training_dataset 空), 无监督标签来源",not_applicable
PAT-STRUCT-026,Intraday Ladder Push,分时阶梯式推升,structure,(b)数据债,,0,,,0,intraday,rule_based,,非日线 timeframe=intraday（分钟起点 2021-09/盘口源缺失）,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",not_applicable
PAT-STRUCT-027,Intraday Box Shrinking Consolidation,分时横盘缩量,structure,(b)数据债,,0,,,0,intraday,rule_based,,非日线 timeframe=intraday（分钟起点 2021-09/盘口源缺失）,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",not_applicable
PAT-STRUCT-028,Intraday Double Bottom,分时双底,structure,已覆盖,双底,748079,2021-09-10,2026-09-16,5705,intraday,rule_based,,预审误判(名称映射断链): 表内 双底 748079行 2021-09-10..2026-09-16,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",not_applicable
PAT-STRUCT-029,Intraday VWAP Hold,分时均价线防守,structure,(b)数据债,,0,,,0,intraday,rule_based,,非日线 timeframe=intraday（分钟起点 2021-09/盘口源缺失）,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",not_applicable
PAT-STRUCT-030,Intraday Pulse Probe,分时脉冲试盘,structure,(b)数据债,,0,,,0,intraday,rule_based,,非日线 timeframe=intraday（分钟起点 2021-09/盘口源缺失）,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",not_applicable
PAT-STRUCT-031,Intraday Sawtooth Narrow,分时窄幅锯齿,structure,(b)数据债,,0,,,0,intraday,rule_based,,非日线 timeframe=intraday（分钟起点 2021-09/盘口源缺失）,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",not_applicable
PAT-STRUCT-032,Intraday Sell Order Freeze,分时卖单压盘,structure,(b)数据债,,0,,,0,intraday,rule_based,,非日线 timeframe=intraday（分钟起点 2021-09/盘口源缺失）,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",not_applicable
PAT-STRUCT-033,Intraday Trap Pull,分时托而不举,structure,(b)数据债,,0,,,0,intraday,rule_based,,非日线 timeframe=intraday（分钟起点 2021-09/盘口源缺失）,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",not_applicable
PAT-STRUCT-034,Intraday Wash Lift,分时举而不断,structure,(b)数据债,,0,,,0,intraday,rule_based,,非日线 timeframe=intraday（分钟起点 2021-09/盘口源缺失）,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",not_applicable
PAT-STRUCT-035,Order Flow Imbalance (OFI/TFI),订单流不平衡,structure,(b)数据债,,0,,,0,intraday,rule_based,,非日线 timeframe=intraday（分钟起点 2021-09/盘口源缺失）,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",not_applicable
PAT-STRUCT-036,Footprint Point of Control (POC),足迹图控制点,structure,(b)数据债,,0,,,0,intraday,rule_based,,非日线 timeframe=intraday（分钟起点 2021-09/盘口源缺失）,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",not_applicable
PAT-STRUCT-037,Opening Range Breakout,开盘区间突破,structure,(b)数据债,,0,,,0,intraday,rule_based,,非日线 timeframe=intraday（分钟起点 2021-09/盘口源缺失）,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",not_applicable
PAT-STRUCT-038,Supply/Demand Zone (Seiden),供需区（塞登学派）,structure,(c)待查,,0,,,0,daily,rule_based,,主观/半主观图形(subjectivity=medium)无机械口径,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",not_applicable
PAT-STRUCT-039,ICT Power of Three (AMD),ICT 力量三（积累-操纵-派发）,structure,(b)数据债,,0,,,0,intraday,rule_based,,非日线 timeframe=intraday（分钟起点 2021-09/盘口源缺失）,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",not_applicable
PAT-STRUCT-040,Iceberg Order Detection,冰山单识别,structure,(b)数据债,,0,,,0,intraday,rule_based,,非日线 timeframe=intraday（分钟起点 2021-09/盘口源缺失）,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",not_applicable
PAT-STRUCT-041,Spoofing/Layering Detection,幌骗/层叠挂单识别,structure,(b)数据债,,0,,,0,intraday,rule_based,,非日线 timeframe=intraday（分钟起点 2021-09/盘口源缺失）,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",not_applicable
PAT-STRUCT-043,Golden Volume Pillar,黄金柱（量学）,structure,(c)待查,,0,,,0,daily,rule_based,,主观/半主观图形(subjectivity=medium)无机械口径,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",not_applicable
PAT-STRUCT-042,Market Profile Structure,市场轮廓结构（未完成拍卖）,structure,(b)数据债,,0,,,0,intraday,rule_based,,非日线 timeframe=intraday（分钟起点 2021-09/盘口源缺失）,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",not_applicable
PAT-STRUCT-044,Order Flow Absorption,订单流吸收,structure,(b)数据债,,0,,,0,intraday,rule_based,,非日线 timeframe=intraday（分钟起点 2021-09/盘口源缺失）,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",not_applicable
PAT-STRUCT-045,Cumulative Volume Delta Divergence,累计量 Delta 背离,structure,(b)数据债,,0,,,0,intraday,rule_based,,非日线 timeframe=intraday（分钟起点 2021-09/盘口源缺失）,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",not_applicable
PAT-STRUCT-046,Concave Mouth Gold Panning,凹口淘金（量学）,structure,(c)待查,,0,,,0,daily,rule_based,,主观/半主观图形(subjectivity=medium)无机械口径,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",not_applicable
PAT-DL-008,Chart-RVR GRPO Chart Reasoner,Chart-RVR 强化学习图表推理套件,structure,(c)待查,,0,,,0,daily,dl_llm,,"DL/模型法无落地检测器(dl_model_ref=True, algo=dl_llm)","DL 模型训练集未建(dl_training_dataset 空), 无监督标签来源",not_applicable
PAT-DL-009,Multi-Scale VLM Candlestick Benchmark,多尺度 VLM K线基准套件,structure,(c)待查,,0,,,0,daily,dl_llm,,"DL/模型法无落地检测器(dl_model_ref=True, algo=dl_llm)","DL 模型训练集未建(dl_training_dataset 空), 无监督标签来源",not_applicable
PAT-DL-010,AC-Seq2Net Math-Guided Geometric DL,AC-Seq2Net 几何先验混合DL套件,structure,(b)数据债,,0,,,0,intraday,dl_cnn,,非日线 timeframe=intraday（分钟起点 2021-09/盘口源缺失）,"DL 模型训练集未建(dl_training_dataset 空), 无监督标签来源",not_applicable
PAT-DL-011,ElliottAgents Multi-Agent Wave Counter,ElliottAgents 多智能体数浪套件,structure,(c)待查,,0,,,0,daily,dl_llm,,"DL/模型法无落地检测器(dl_model_ref=True, algo=dl_llm)","DL 模型训练集未建(dl_training_dataset 空), 无监督标签来源",not_applicable
PAT-DL-012,wave-alpha Deterministic Wave Engine,wave-alpha 确定性数浪引擎锚点,structure,(c)待查,,0,,,0,daily,rule_based,,"DL/模型法无落地检测器(dl_model_ref=True, algo=rule_based)","DL 模型训练集未建(dl_training_dataset 空), 无监督标签来源",not_applicable
PAT-DL-013,GAF-CNN Visual Encoding Pipeline,GAF-CNN 视觉编码派套件,structure,(c)待查,,0,,,0,daily,dl_cnn,,"DL/模型法无落地检测器(dl_model_ref=True, algo=dl_cnn)","DL 模型训练集未建(dl_training_dataset 空), 无监督标签来源",not_applicable
